Ville;Corps;Activité;Produit;Variété;Année;Indice
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Marbre importé;2020;114.7
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Marbre importé;2021;123.3
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Marbre importé;2022;134.9
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2005;100.0
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2006;101.9
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2007;104.9
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2008;104.4
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2009;106.7
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2010;108.5
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2011;109.6
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2012;110.3
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2013;111.1
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2014;109.3
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2015;106.0
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2016;105.5
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2017;105.7
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2018;105.8
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2019;106.1
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2020;114.7
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2021;123.3
RABAT;Revêtement;Produits en marbre et granit;Marbre importé;Qualité économique  (m²);2022;134.9
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2005;100.0
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2006;102.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2007;105.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2008;95.1
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2009;100.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2010;98.7
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2011;93.0
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2012;94.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2013;95.7
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2014;97.9
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2015;97.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2016;96.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2017;97.0
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2018;97.2
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2019;98.0
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2020;94.6
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2021;99.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Marbre local;2022;106.8
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2005;200.0
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2006;203.9
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2007;210.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2008;192.9
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2009;205.7
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2010;197.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2011;190.8
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2012;193.6
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2013;196.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2014;201.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2015;203.8
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2016;202.1
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2017;203.1
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2018;203.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2019;204.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2020;192.2
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2021;203.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité moyenne (m²);2022;218.2
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2005;200.0
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2006;203.9
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2007;210.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2008;192.9
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2009;205.7
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2010;197.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2011;190.8
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2012;193.6
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2013;196.5
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2014;201.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2015;203.8
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2016;202.1
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2017;203.1
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2018;203.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2019;204.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2020;192.2
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2021;203.3
RABAT;Revêtement;Produits en marbre et granit;Marbre local;Qualité économique  (m²);2022;218.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2005;100.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2006;100.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2007;110.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2008;100.5
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2009;104.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2010;107.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2011;107.8
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2012;109.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2013;109.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2014;105.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2015;97.9
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2016;99.3
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2017;100.3
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2018;100.3
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2019;100.8
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2020;94.8
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2021;101.6
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Moellons;2022;112.0
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2005;100.0
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2006;101.0
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2007;106.1
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2008;103.8
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2009;103.4
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2010;107.3
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2011;101.7
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2012;102.7
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2013;104.1
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2014;109.7
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2015;111.7
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2016;116.0
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2017;116.5
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2018;117.0
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2019;117.8
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2020;110.9
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2021;120.7
RABAT;Gros œuvre;Activité Produits issus des minéraux;Moellons;Moellons;2022;137.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2005;100.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2006;100.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2007;110.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2008;100.5
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2009;104.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2010;107.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2011;107.8
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2012;109.0
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2013;109.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2014;105.2
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2015;97.9
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2016;99.3
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2017;100.3
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2018;100.3
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2019;100.8
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2020;94.8
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2021;101.6
RABAT;Gros œuvre;Produits issus des minéraux;Moellons;Pierres (m3);2022;112.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2005;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2006;100.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2007;102.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2008;100.3
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2009;101.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2010;102.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2011;104.2
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2012;105.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2013;106.2
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2014;106.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2015;106.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2016;106.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2017;107.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2018;107.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2019;106.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2020;105.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2021;113.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Parquet;2022;125.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2005;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2006;100.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2007;102.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2008;100.3
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2009;101.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2010;102.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2011;104.2
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2012;105.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2013;106.2
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2014;106.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2015;106.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2016;106.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2017;107.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2018;107.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2019;106.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2020;105.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2021;113.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Parquet;Stratifié AC3 (m²);2022;125.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2005;100.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2006;101.8
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2007;109.5
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2008;110.8
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2009;113.6
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2010;114.5
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2011;110.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2012;110.9
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2013;111.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2014;106.3
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2015;92.3
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2016;89.6
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2017;90.3
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2018;90.3
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2019;90.4
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2020;90.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2021;101.4
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Paumelle;Paumelle;2022;113.5
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2005;100.0
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2006;98.2
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2007;100.7
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2008;96.8
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2009;98.3
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2010;99.8
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2011;97.0
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2012;97.8
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2013;98.2
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2014;92.8
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2015;85.7
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2016;93.8
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2017;95.8
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2018;96.2
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2019;96.2
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2020;93.2
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2021;99.8
RABAT;Menuiserie - Quincaillerie;Activité Quincaillerie;Paumelle;Paumelle;2022;108.9
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2005;100.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2006;101.8
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2007;109.5
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2008;110.8
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2009;113.6
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2010;114.5
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2011;110.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2012;110.9
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2013;111.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2014;106.3
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2015;92.3
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2016;89.6
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2017;90.3
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2018;90.3
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2019;90.4
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2020;90.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2021;101.4
RABAT;Menuiserie Quincaillerie;Quincaillerie;Paumelle;Standard (u);2022;113.5
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2005;200.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2006;206.7
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2007;205.8
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2008;192.3
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2009;196.3
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2010;201.4
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2011;201.4
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2012;211.1
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2013;212.8
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2014;213.5
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2015;207.1
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2016;217.6
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2017;220.9
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2018;222.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2019;222.4
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2020;231.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2021;247.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Mat (kg);2022;267.4
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2005;100.0
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2006;103.4
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2007;102.9
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2008;96.1
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2009;98.1
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2010;100.7
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2011;100.7
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2012;105.6
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2013;106.4
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2014;106.8
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2015;103.7
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2016;110.4
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2017;112.1
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2018;112.7
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2019;112.8
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2020;117.1
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2021;125.3
RABAT;Peinture Vitrerie & Plâtre;Peinture;Peinture;Peinture;2022;135.9
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2005;200.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2006;206.7
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2007;205.8
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2008;192.3
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2009;196.3
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2010;201.4
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2011;201.4
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2012;211.1
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2013;212.8
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2014;213.5
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2015;207.1
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2016;217.6
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2017;220.9
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2018;222.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2019;222.4
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2020;231.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2021;247.0
RABAT;Peinture, vitrerie & plâtre;Peinture;Peinture;Vinylique (kg);2022;267.4
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2005;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2006;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2007;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2008;89.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2009;89.6
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2010;89.6
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2011;92.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2012;93.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2013;95.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2014;97.6
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2015;98.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2016;99.4
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2017;100.4
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2018;100.4
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2019;100.5
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2020;99.1
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2021;106.8
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Grès (m²);2022;118.6
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2005;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2006;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2007;100.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2008;89.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2009;89.6
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2010;89.6
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2011;92.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2012;93.9
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2013;95.0
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2014;97.6
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2015;98.7
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2016;99.4
RABAT;Revêtement;Articles divers en céramique, ciment et bois;Plinthe;Plinthe;2017;100.4
