Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Aoussred;Villa;GT;2009;5641;108
Aoussred;Villa;GT;2010;5749;110
Aoussred;Villa;GT;2011;5857;112
Aoussred;Villa;GT;2012;5965;114
Aoussred;Villa;GT;2013;6073;116
Aoussred;Villa;GT;2014;6181;118
Aoussred;Villa;GT;2015;6103;117
Aoussred;Villa;GT;2016;6256;119
Aoussred;Villa;GT;2017;6350;121
Aoussred;Villa;GT;2018;6395;122
Aoussred;Villa;GT;2019;6200;118
Aoussred;Villa;MT;2001;3629;100
Aoussred;Villa;MT;2002;3666;101
Aoussred;Villa;MT;2003;3654;101
Aoussred;Villa;MT;2004;3654;101
Aoussred;Villa;MT;2005;3471;96
Aoussred;Villa;MT;2006;3654;101
Aoussred;Villa;MT;2007;3681;101
Aoussred;Villa;MT;2008;3740;103
Aoussred;Villa;MT;2009;3753;103
Aoussred;Villa;MT;2010;3865;106
Aoussred;Villa;MT;2011;3975;110
Aoussred;Villa;MT;2012;4085;113
Aoussred;Villa;MT;2013;4196;116
Aoussred;Villa;MT;2014;4307;119
Aoussred;Villa;MT;2015;4207;116
Aoussred;Villa;MT;2016;4312;119
Aoussred;Villa;MT;2017;4645;128
Aoussred;Villa;MT;2018;4555;126
Aoussred;Villa;MT;2019;4650;128
Aoussred;Villa;PT;2001;2906;100
Aoussred;Villa;PT;2002;2941;101
Aoussred;Villa;PT;2003;2941;101
Aoussred;Villa;PT;2004;2798;96
Aoussred;Villa;PT;2005;2533;87
Aoussred;Villa;PT;2006;2615;90
Aoussred;Villa;PT;2007;2667;92
Aoussred;Villa;PT;2008;2739;94
Aoussred;Villa;PT;2009;2804;96
Aoussred;Villa;PT;2010;2872;99
Aoussred;Villa;PT;2011;2939;101
Aoussred;Villa;PT;2012;3007;104
Aoussred;Villa;PT;2013;3076;106
Aoussred;Villa;PT;2014;3143;108
Aoussred;Villa;PT;2015;3071;106
Aoussred;Villa;PT;2016;3147;108
Aoussred;Villa;PT;2017;3275;113
Aoussred;Villa;PT;2018;3492;120
Aoussred;Villa;PT;2019;3550;122
Aoussred;Villa;VIL;2001;3954;100
Aoussred;Villa;VIL;2002;4047;102
Aoussred;Villa;VIL;2003;3957;100
Aoussred;Villa;VIL;2004;3841;98
Aoussred;Villa;VIL;2005;3751;95
Aoussred;Villa;VIL;2006;3925;99
Aoussred;Villa;VIL;2007;4049;102
Aoussred;Villa;VIL;2008;4103;103
Aoussred;Villa;VIL;2009;4125;104
Aoussred;Villa;VIL;2010;4231;107
Aoussred;Villa;VIL;2011;4337;109
Aoussred;Villa;VIL;2012;4442;112
Aoussred;Villa;VIL;2013;4548;115
Aoussred;Villa;VIL;2014;4654;117
Aoussred;Villa;VIL;2015;4549;114
Aoussred;Villa;VIL;2016;4663;117
Aoussred;Villa;VIL;2017;4887;123
Aoussred;Villa;VIL;2018;4894;124
Aoussred;Villa;VIL;2019;4897;124
Dakhla;Appartement standing;APS;2001;2101;100
Dakhla;Appartement standing;APS;2002;1976;94
Dakhla;Appartement standing;APS;2003;1837;87
Dakhla;Appartement standing;APS;2004;1752;83
Dakhla;Appartement standing;APS;2005;1766;83
Dakhla;Appartement standing;APS;2006;1884;89
Dakhla;Appartement standing;APS;2007;1977;94
Dakhla;Appartement standing;APS;2008;2078;99
Dakhla;Appartement standing;APS;2009;2154;103
Dakhla;Appartement standing;APS;2010;2208;105
Dakhla;Appartement standing;APS;2011;2262;108
Dakhla;Appartement standing;APS;2012;2315;110
Dakhla;Appartement standing;APS;2013;2368;113
Dakhla;Appartement standing;APS;2014;2424;115
Dakhla;Appartement standing;APS;2015;2154;107
Dakhla;Appartement standing;APS;2016;2117;106
Dakhla;Appartement standing;APS;2017;2259;113
Dakhla;Appartement standing;APS;2018;2390;120
Dakhla;Appartement standing;APS;2019;2606;130
Dakhla;Appartement standing;APS;2020;2320;111
Dakhla;Appartement standing;APS;2021;2567;125
Dakhla;Appartement standing;APS;2022;2661;129
Dakhla;Appartement standing;GT;2001;2721;100
Dakhla;Appartement standing;GT;2002;2558;94
Dakhla;Appartement standing;GT;2003;2378;87
Dakhla;Appartement standing;GT;2004;2336;86
Dakhla;Appartement standing;GT;2005;2445;90
Dakhla;Appartement standing;GT;2006;2546;94
Dakhla;Appartement standing;GT;2007;2560;94
Dakhla;Appartement standing;GT;2008;2662;98
Dakhla;Appartement standing;GT;2009;2728;100
Dakhla;Appartement standing;GT;2010;2805;103
Dakhla;Appartement standing;GT;2011;2882;106
Dakhla;Appartement standing;GT;2012;2958;109
Dakhla;Appartement standing;GT;2013;3035;112
Dakhla;Appartement standing;GT;2014;3124;115
Dakhla;Appartement standing;GT;2015;2893;106
Dakhla;Appartement standing;GT;2016;2843;104
Dakhla;Appartement standing;GT;2017;2806;103
Dakhla;Appartement standing;GT;2018;2990;110
Dakhla;Appartement standing;GT;2019;3269;120
Dakhla;Appartement standing;GT;2020;2958;109
Dakhla;Appartement standing;GT;2021;3195;117
Dakhla;Appartement standing;GT;2022;3314;122
Dakhla;Appartement standing;MT;2001;1953;100
Dakhla;Appartement standing;MT;2002;1836;94
Dakhla;Appartement standing;MT;2003;1707;87
Dakhla;Appartement standing;MT;2004;1605;82
Dakhla;Appartement standing;MT;2005;1585;81
Dakhla;Appartement standing;MT;2006;1712;88
Dakhla;Appartement standing;MT;2007;1838;94
Dakhla;Appartement standing;MT;2008;1940;99
Dakhla;Appartement standing;MT;2009;2020;103
Dakhla;Appartement standing;MT;2010;2068;106
Dakhla;Appartement standing;MT;2011;2116;108
Dakhla;Appartement standing;MT;2012;2163;111
Dakhla;Appartement standing;MT;2013;2211;113
Dakhla;Appartement standing;MT;2014;2259;116
Dakhla;Appartement standing;MT;2015;2100;108
Dakhla;Appartement standing;MT;2016;2064;106
Dakhla;Appartement standing;MT;2017;2266;116
Dakhla;Appartement standing;MT;2018;2390;122
Dakhla;Appartement standing;MT;2019;2711;139
Dakhla;Appartement standing;MT;2020;2205;113
Dakhla;Appartement standing;MT;2021;2523;129
Dakhla;Appartement standing;MT;2022;2603;133
Dakhla;Appartement standing;PT;2001;1659;100
Dakhla;Appartement standing;PT;2002;1560;94
Dakhla;Appartement standing;PT;2003;1451;87
Dakhla;Appartement standing;PT;2004;1364;82
Dakhla;Appartement standing;PT;2005;1363;82
Dakhla;Appartement standing;PT;2006;1470;89
Dakhla;Appartement standing;PT;2007;1562;94
Dakhla;Appartement standing;PT;2008;1646;99
Dakhla;Appartement standing;PT;2009;1728;104
Dakhla;Appartement standing;PT;2010;1766;106
Dakhla;Appartement standing;PT;2011;1805;109
Dakhla;Appartement standing;PT;2012;1843;111
Dakhla;Appartement standing;PT;2013;1882;113
Dakhla;Appartement standing;PT;2014;1908;115
Dakhla;Appartement standing;PT;2015;1786;108
Dakhla;Appartement standing;PT;2016;1755;106
Dakhla;Appartement standing;PT;2017;1875;113
Dakhla;Appartement standing;PT;2018;1989;120
Dakhla;Appartement standing;PT;2019;1916;115
Dakhla;Appartement standing;PT;2020;1796;108
Dakhla;Appartement standing;PT;2021;1982;119
Dakhla;Appartement standing;PT;2022;2067;125
Dakhla;Appartement économique;APE;2001;1269;100
Dakhla;Appartement économique;APE;2002;1261;100
Dakhla;Appartement économique;APE;2003;1218;98
Dakhla;Appartement économique;APE;2004;1251;99
Dakhla;Appartement économique;APE;2005;1266;100
Dakhla;Appartement économique;APE;2006;1348;107
Dakhla;Appartement économique;APE;2007;1437;114
Dakhla;Appartement économique;APE;2008;1481;118
Dakhla;Appartement économique;APE;2009;1540;123
Dakhla;Appartement économique;APE;2010;1573;126
Dakhla;Appartement économique;APE;2011;1606;128
Dakhla;Appartement économique;APE;2012;1640;131
Dakhla;Appartement économique;APE;2013;1673;134
Dakhla;Appartement économique;APE;2014;1694;135
Dakhla;Appartement économique;APE;2015;1668;127
Dakhla;Appartement économique;APE;2016;1705;130
Dakhla;Appartement économique;APE;2017;1780;137
Dakhla;Appartement économique;APE;2018;1786;138
Dakhla;Appartement économique;APE;2019;1954;152
Dakhla;Appartement économique;APE;2020;1880;139
Dakhla;Appartement économique;APE;2021;2100;154
Dakhla;Appartement économique;APE;2022;2244;168
Dakhla;Appartement économique;GT;2001;1885;100
Dakhla;Appartement économique;GT;2002;1875;99
Dakhla;Appartement économique;GT;2003;1918;102
Dakhla;Appartement économique;GT;2004;2056;109
Dakhla;Appartement économique;GT;2005;2132;113
Dakhla;Appartement économique;GT;2006;2177;115
Dakhla;Appartement économique;GT;2007;2254;120
Dakhla;Appartement économique;GT;2008;2292;122
Dakhla;Appartement économique;GT;2009;2344;124
Dakhla;Appartement économique;GT;2010;2402;127
Dakhla;Appartement économique;GT;2011;2460;131
Dakhla;Appartement économique;GT;2012;2518;134
Dakhla;Appartement économique;GT;2013;2576;137
Dakhla;Appartement économique;GT;2014;2654;141
Dakhla;Appartement économique;GT;2015;2452;130
Dakhla;Appartement économique;GT;2016;2507;133
Dakhla;Appartement économique;GT;2017;2398;127
Dakhla;Appartement économique;GT;2018;2496;132
Dakhla;Appartement économique;GT;2019;2564;136
Dakhla;Appartement économique;GT;2020;2348;125
Dakhla;Appartement économique;GT;2021;2647;140
Dakhla;Appartement économique;GT;2022;2710;144
Dakhla;Appartement économique;MT;2001;1451;100
Dakhla;Appartement économique;MT;2002;1404;97
Dakhla;Appartement économique;MT;2003;1326;91
Dakhla;Appartement économique;MT;2004;1398;96
Dakhla;Appartement économique;MT;2005;1407;97
Dakhla;Appartement économique;MT;2006;1500;103
Dakhla;Appartement économique;MT;2007;1600;110
Dakhla;Appartement économique;MT;2008;1641;113
Dakhla;Appartement économique;MT;2009;1690;117
Dakhla;Appartement économique;MT;2010;1728;119
Dakhla;Appartement économique;MT;2011;1766;122
Dakhla;Appartement économique;MT;2012;1804;124
Dakhla;Appartement économique;MT;2013;1842;127
Dakhla;Appartement économique;MT;2014;1860;128
Dakhla;Appartement économique;MT;2015;1750;121
Dakhla;Appartement économique;MT;2016;1789;123
Dakhla;Appartement économique;MT;2017;1880;130
Dakhla;Appartement économique;MT;2018;1845;127
Dakhla;Appartement économique;MT;2019;2026;140
Dakhla;Appartement économique;MT;2020;1966;135
Dakhla;Appartement économique;MT;2021;2231;154
Dakhla;Appartement économique;MT;2022;2343;161
Dakhla;Appartement économique;PT;2001;888;100
Dakhla;Appartement économique;PT;2002;950;107
Dakhla;Appartement économique;PT;2003;962;108
Dakhla;Appartement économique;PT;2004;914;103
Dakhla;Appartement économique;PT;2005;934;105
Dakhla;Appartement économique;PT;2006;1000;113
Dakhla;Appartement économique;PT;2007;1072;121
Dakhla;Appartement économique;PT;2008;1122;126
Dakhla;Appartement économique;PT;2009;1196;135
Dakhla;Appartement économique;PT;2010;1219;137
Dakhla;Appartement économique;PT;2011;1242;140
Dakhla;Appartement économique;PT;2012;1265;142
Dakhla;Appartement économique;PT;2013;1287;145
Dakhla;Appartement économique;PT;2014;1310;148
Dakhla;Appartement économique;PT;2015;1214;137
Dakhla;Appartement économique;PT;2016;1242;140
Dakhla;Appartement économique;PT;2017;1365;154
Dakhla;Appartement économique;PT;2018;1401;158
Dakhla;Appartement économique;PT;2019;1587;179
Dakhla;Appartement économique;PT;2020;1327;149
Dakhla;Appartement économique;PT;2021;1422;160
Dakhla;Appartement économique;PT;2022;1678;189
Dakhla;Maison sur lot économique;GT;2001;1950;100
Dakhla;Maison sur lot économique;GT;2002;1975;101
Dakhla;Maison sur lot économique;GT;2003;1898;97
Dakhla;Maison sur lot économique;GT;2004;1778;91
Dakhla;Maison sur lot économique;GT;2005;1800;92
Dakhla;Maison sur lot économique;GT;2006;1853;95
Dakhla;Maison sur lot économique;GT;2007;1998;102
Dakhla;Maison sur lot économique;GT;2008;2056;105
Dakhla;Maison sur lot économique;GT;2009;2133;109
Dakhla;Maison sur lot économique;GT;2010;2150;110
Dakhla;Maison sur lot économique;GT;2011;2167;111
Dakhla;Maison sur lot économique;GT;2012;2183;112
Dakhla;Maison sur lot économique;GT;2013;2200;113
Dakhla;Maison sur lot économique;GT;2014;2207;113
Dakhla;Maison sur lot économique;GT;2015;2049;105
Dakhla;Maison sur lot économique;GT;2016;2036;104
Dakhla;Maison sur lot économique;GT;2017;2181;112
Dakhla;Maison sur lot économique;GT;2018;2271;116
Dakhla;Maison sur lot économique;GT;2019;2480;127
Dakhla;Maison sur lot économique;GT;2020;2596;133
Dakhla;Maison sur lot économique;GT;2021;2810;144
Dakhla;Maison sur lot économique;GT;2022;2892;148
Dakhla;Maison sur lot économique;MLE;2001;1059;100
