Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Kénitra;Appartement standing;PT;2005;1400;96
Kénitra;Appartement standing;PT;2006;1400;96
Kénitra;Appartement standing;PT;2007;1603;110
Kénitra;Appartement standing;PT;2008;2108;145
Kénitra;Appartement standing;PT;2009;2317;159
Kénitra;Appartement standing;PT;2010;2325;159
Kénitra;Appartement standing;PT;2011;2416;166
Kénitra;Appartement standing;PT;2012;2475;170
Kénitra;Appartement standing;PT;2013;2500;171
Kénitra;Appartement standing;PT;2014;2542;174
Kénitra;Appartement standing;PT;2015;2570;176
Kénitra;Appartement standing;PT;2016;2725;187
Kénitra;Appartement standing;PT;2017;2800;192
Kénitra;Appartement standing;PT;2018;2850;195
Kénitra;Appartement standing;PT;2019;2925;201
Kénitra;Appartement standing;PT;2020;2875;197
Kénitra;Appartement standing;PT;2021;2908;199
Kénitra;Appartement standing;PT;2022;2992;205
Kénitra;Appartement économique;APE;2001;1487;100
Kénitra;Appartement économique;APE;2002;1288;85
Kénitra;Appartement économique;APE;2003;1289;88
Kénitra;Appartement économique;APE;2004;1395;94
Kénitra;Appartement économique;APE;2005;1536;105
Kénitra;Appartement économique;APE;2006;1563;107
Kénitra;Appartement économique;APE;2007;1736;118
Kénitra;Appartement économique;APE;2008;1847;126
Kénitra;Appartement économique;APE;2009;1866;128
Kénitra;Appartement économique;APE;2010;1857;127
Kénitra;Appartement économique;APE;2011;1924;132
Kénitra;Appartement économique;APE;2012;1967;135
Kénitra;Appartement économique;APE;2013;1992;136
Kénitra;Appartement économique;APE;2014;2030;139
Kénitra;Appartement économique;APE;2015;2056;144
Kénitra;Appartement économique;APE;2016;2143;150
Kénitra;Appartement économique;APE;2017;2199;154
Kénitra;Appartement économique;APE;2018;2264;159
Kénitra;Appartement économique;APE;2019;2343;164
Kénitra;Appartement économique;APE;2020;2273;159
Kénitra;Appartement économique;APE;2021;2311;162
Kénitra;Appartement économique;APE;2022;2383;167
Kénitra;Appartement économique;GT;2001;2040;100
Kénitra;Appartement économique;GT;2002;2050;100
Kénitra;Appartement économique;GT;2003;1550;76
Kénitra;Appartement économique;GT;2004;1879;92
Kénitra;Appartement économique;GT;2005;1879;92
Kénitra;Appartement économique;GT;2006;1879;92
Kénitra;Appartement économique;GT;2007;2078;102
Kénitra;Appartement économique;GT;2008;2175;107
Kénitra;Appartement économique;GT;2009;2149;105
Kénitra;Appartement économique;GT;2010;2194;108
Kénitra;Appartement économique;GT;2011;2338;115
Kénitra;Appartement économique;GT;2012;2362;116
Kénitra;Appartement économique;GT;2013;2400;118
Kénitra;Appartement économique;GT;2014;2438;119
Kénitra;Appartement économique;GT;2015;2494;122
Kénitra;Appartement économique;GT;2016;2620;128
Kénitra;Appartement économique;GT;2017;2700;132
Kénitra;Appartement économique;GT;2018;2750;135
Kénitra;Appartement économique;GT;2019;2850;140
Kénitra;Appartement économique;GT;2020;2751;135
Kénitra;Appartement économique;GT;2021;2785;137
Kénitra;Appartement économique;GT;2022;2862;140
Kénitra;Appartement économique;MT;2001;1407;100
Kénitra;Appartement économique;MT;2002;1148;82
Kénitra;Appartement économique;MT;2003;1288;92
Kénitra;Appartement économique;MT;2004;1339;95
Kénitra;Appartement économique;MT;2005;1500;107
Kénitra;Appartement économique;MT;2006;1543;110
Kénitra;Appartement économique;MT;2007;1747;124
Kénitra;Appartement économique;MT;2008;1900;135
Kénitra;Appartement économique;MT;2009;1862;132
Kénitra;Appartement économique;MT;2010;1842;131
Kénitra;Appartement économique;MT;2011;1882;134
Kénitra;Appartement économique;MT;2012;1939;138
Kénitra;Appartement économique;MT;2013;1960;139
Kénitra;Appartement économique;MT;2014;1996;142
Kénitra;Appartement économique;MT;2015;2060;146
Kénitra;Appartement économique;MT;2016;2150;153
Kénitra;Appartement économique;MT;2017;2200;156
Kénitra;Appartement économique;MT;2018;2265;161
Kénitra;Appartement économique;MT;2019;2350;167
Kénitra;Appartement économique;MT;2020;2294;163
Kénitra;Appartement économique;MT;2021;2329;166
Kénitra;Appartement économique;MT;2022;2403;171
Kénitra;Appartement économique;PT;2001;1082;100
Kénitra;Appartement économique;PT;2002;818;76
Kénitra;Appartement économique;PT;2003;988;91
Kénitra;Appartement économique;PT;2004;1000;92
Kénitra;Appartement économique;PT;2005;1247;115
Kénitra;Appartement économique;PT;2006;1257;116
Kénitra;Appartement économique;PT;2007;1307;121
Kénitra;Appartement économique;PT;2008;1308;121
Kénitra;Appartement économique;PT;2009;1553;144
Kénitra;Appartement économique;PT;2010;1511;140
Kénitra;Appartement économique;PT;2011;1569;145
Kénitra;Appartement économique;PT;2012;1593;147
Kénitra;Appartement économique;PT;2013;1616;149
Kénitra;Appartement économique;PT;2014;1660;153
Kénitra;Appartement économique;PT;2015;1701;157
Kénitra;Appartement économique;PT;2016;1750;162
Kénitra;Appartement économique;PT;2017;1800;166
Kénitra;Appartement économique;PT;2018;1875;173
Kénitra;Appartement économique;PT;2019;1925;178
Kénitra;Appartement économique;PT;2020;1852;171
Kénitra;Appartement économique;PT;2021;1899;176
Kénitra;Appartement économique;PT;2022;1961;181
Kénitra;Maison sur lot économique;GT;2001;1617;100
Kénitra;Maison sur lot économique;GT;2002;2050;127
Kénitra;Maison sur lot économique;GT;2003;2175;135
Kénitra;Maison sur lot économique;GT;2004;1880;116
Kénitra;Maison sur lot économique;GT;2005;1700;105
Kénitra;Maison sur lot économique;GT;2006;1880;116
Kénitra;Maison sur lot économique;GT;2007;1715;106
Kénitra;Maison sur lot économique;GT;2008;1680;104
Kénitra;Maison sur lot économique;GT;2009;1850;114
Kénitra;Maison sur lot économique;GT;2010;1912;118
Kénitra;Maison sur lot économique;GT;2011;1916;119
Kénitra;Maison sur lot économique;GT;2012;1905;118
Kénitra;Maison sur lot économique;GT;2013;1935;120
Kénitra;Maison sur lot économique;GT;2014;1956;121
Kénitra;Maison sur lot économique;GT;2015;2007;124
Kénitra;Maison sur lot économique;GT;2016;2050;127
Kénitra;Maison sur lot économique;GT;2017;2100;130
Kénitra;Maison sur lot économique;GT;2018;2230;138
Kénitra;Maison sur lot économique;GT;2019;2320;143
Kénitra;Maison sur lot économique;GT;2020;2315;143
Kénitra;Maison sur lot économique;GT;2021;2342;145
