Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Al Haouz;Total ville;MLE;2011;1083;162
Al Haouz;Total ville;MLE;2012;1126;168
Al Haouz;Total ville;MLE;2013;1152;172
Al Haouz;Total ville;MLE;2014;1181;177
Al Haouz;Total ville;MLE;2015;1210;181
Al Haouz;Total ville;MLE;2016;1220;182
Al Haouz;Total ville;MLE;2017;1238;185
Al Haouz;Total ville;MLE;2018;1287;193
Al Haouz;Total ville;MLE;2019;1336;200
Al Haouz;Total ville;MLE;2020;1320;198
Al Haouz;Total ville;MLE;2021;1378;206
Al Haouz;Total ville;MLE;2022;1438;216
Al Haouz;Villa;GT;2001;Non disponible;Non disponible
Al Haouz;Villa;GT;2002;Non disponible;Non disponible
Al Haouz;Villa;GT;2003;Non disponible;Non disponible
Al Haouz;Villa;GT;2004;Non disponible;Non disponible
Al Haouz;Villa;GT;2005;Non disponible;Non disponible
Al Haouz;Villa;GT;2006;Non disponible;Non disponible
Al Haouz;Villa;GT;2007;Non disponible;Non disponible
Al Haouz;Villa;GT;2008;Non disponible;Non disponible
Al Haouz;Villa;GT;2009;Non disponible;Non disponible
Al Haouz;Villa;GT;2010;Non disponible;Non disponible
Al Haouz;Villa;GT;2011;Non disponible;Non disponible
Al Haouz;Villa;GT;2012;Non disponible;Non disponible
Al Haouz;Villa;GT;2013;Non disponible;Non disponible
Al Haouz;Villa;GT;2014;Non disponible;Non disponible
Al Haouz;Villa;GT;2015;Non disponible;Non disponible
Al Haouz;Villa;GT;2016;Non disponible;Non disponible
Al Haouz;Villa;GT;2017;Non disponible;Non disponible
Al Haouz;Villa;GT;2018;Non disponible;Non disponible
Al Haouz;Villa;GT;2019;Non disponible;Non disponible
Al Haouz;Villa;GT;2020;Non disponible;Non disponible
Al Haouz;Villa;GT;2021;Non disponible;Non disponible
Al Haouz;Villa;GT;2022;Non disponible;Non disponible
Al Haouz;Villa;MT;2001;Non disponible;Non disponible
Al Haouz;Villa;MT;2002;Non disponible;Non disponible
Al Haouz;Villa;MT;2003;Non disponible;Non disponible
Al Haouz;Villa;MT;2004;Non disponible;Non disponible
Al Haouz;Villa;MT;2005;Non disponible;Non disponible
Al Haouz;Villa;MT;2006;Non disponible;Non disponible
Al Haouz;Villa;MT;2007;Non disponible;Non disponible
Al Haouz;Villa;MT;2008;Non disponible;Non disponible
Al Haouz;Villa;MT;2009;Non disponible;Non disponible
Al Haouz;Villa;MT;2010;Non disponible;Non disponible
Al Haouz;Villa;MT;2011;Non disponible;Non disponible
Al Haouz;Villa;MT;2012;Non disponible;Non disponible
Al Haouz;Villa;MT;2013;Non disponible;Non disponible
Al Haouz;Villa;MT;2014;Non disponible;Non disponible
Al Haouz;Villa;MT;2015;Non disponible;Non disponible
Al Haouz;Villa;MT;2016;Non disponible;Non disponible
Al Haouz;Villa;MT;2017;Non disponible;Non disponible
Al Haouz;Villa;MT;2018;Non disponible;Non disponible
Al Haouz;Villa;MT;2019;Non disponible;Non disponible
Al Haouz;Villa;MT;2020;Non disponible;Non disponible
Al Haouz;Villa;MT;2021;Non disponible;Non disponible
Al Haouz;Villa;MT;2022;Non disponible;Non disponible
Al Haouz;Villa;PT;2001;Non disponible;Non disponible
Al Haouz;Villa;PT;2002;Non disponible;Non disponible
Al Haouz;Villa;PT;2003;Non disponible;Non disponible
Al Haouz;Villa;PT;2004;Non disponible;Non disponible
Al Haouz;Villa;PT;2005;Non disponible;Non disponible
Al Haouz;Villa;PT;2006;Non disponible;Non disponible
Al Haouz;Villa;PT;2007;Non disponible;Non disponible
Al Haouz;Villa;PT;2008;Non disponible;Non disponible
Al Haouz;Villa;PT;2009;Non disponible;Non disponible
Al Haouz;Villa;PT;2010;Non disponible;Non disponible
Al Haouz;Villa;PT;2011;Non disponible;Non disponible
Al Haouz;Villa;PT;2012;Non disponible;Non disponible
Al Haouz;Villa;PT;2013;Non disponible;Non disponible
Al Haouz;Villa;PT;2014;Non disponible;Non disponible
Al Haouz;Villa;PT;2015;Non disponible;Non disponible
Al Haouz;Villa;PT;2016;Non disponible;Non disponible
Al Haouz;Villa;PT;2017;Non disponible;Non disponible
Al Haouz;Villa;PT;2018;Non disponible;Non disponible
Al Haouz;Villa;PT;2019;Non disponible;Non disponible
Al Haouz;Villa;PT;2020;Non disponible;Non disponible
Al Haouz;Villa;PT;2021;Non disponible;Non disponible
Al Haouz;Villa;PT;2022;Non disponible;Non disponible
Al Haouz;Villa;VIL;2001;Non disponible;Non disponible
Al Haouz;Villa;VIL;2002;Non disponible;Non disponible
Al Haouz;Villa;VIL;2003;Non disponible;Non disponible
Al Haouz;Villa;VIL;2004;Non disponible;Non disponible
Al Haouz;Villa;VIL;2005;Non disponible;Non disponible
Al Haouz;Villa;VIL;2006;Non disponible;Non disponible
Al Haouz;Villa;VIL;2007;Non disponible;Non disponible
Al Haouz;Villa;VIL;2008;Non disponible;Non disponible
Al Haouz;Villa;VIL;2009;Non disponible;Non disponible
Al Haouz;Villa;VIL;2010;Non disponible;Non disponible
Al Haouz;Villa;VIL;2011;Non disponible;Non disponible
Al Haouz;Villa;VIL;2012;Non disponible;Non disponible
Al Haouz;Villa;VIL;2013;Non disponible;Non disponible
Al Haouz;Villa;VIL;2014;Non disponible;Non disponible
Al Haouz;Villa;VIL;2015;Non disponible;Non disponible
Al Haouz;Villa;VIL;2016;Non disponible;Non disponible
Al Haouz;Villa;VIL;2017;Non disponible;Non disponible
Al Haouz;Villa;VIL;2018;Non disponible;Non disponible
Al Haouz;Villa;VIL;2019;Non disponible;Non disponible
Al Haouz;Villa;VIL;2020;Non disponible;Non disponible
Al Haouz;Villa;VIL;2021;Non disponible;Non disponible
Al Haouz;Villa;VIL;2022;Non disponible;Non disponible
Ben Guérir;Appartement standing;APS;2001;1172;100
Ben Guérir;Appartement standing;APS;2002;1227;105
Ben Guérir;Appartement standing;APS;2003;1294;110
Ben Guérir;Appartement standing;APS;2004;1361;116
Ben Guérir;Appartement standing;APS;2005;1459;124
Ben Guérir;Appartement standing;APS;2006;1518;129
Ben Guérir;Appartement standing;APS;2007;1583;135
Ben Guérir;Appartement standing;APS;2008;1657;141
Ben Guérir;Appartement standing;APS;2009;1744;148
Ben Guérir;Appartement standing;APS;2010;1825;155
Ben Guérir;Appartement standing;APS;2011;1903;162
Ben Guérir;Appartement standing;APS;2012;2002;171
Ben Guérir;Appartement standing;APS;2013;2056;175
Ben Guérir;Appartement standing;APS;2014;2168;185
Ben Guérir;Appartement standing;APS;2015;2281;189
Ben Guérir;Appartement standing;APS;2016;2349;195
Ben Guérir;Appartement standing;APS;2017;2409;201
Ben Guérir;Appartement standing;APS;2018;2455;205
Ben Guérir;Appartement standing;APS;2019;2492;208
Ben Guérir;Appartement standing;APS;2020;2457;205
Ben Guérir;Appartement standing;APS;2021;2545;212
Ben Guérir;Appartement standing;APS;2022;2636;220
Ben Guérir;Appartement standing;GT;2001;2070;100
Ben Guérir;Appartement standing;GT;2002;2156;104
Ben Guérir;Appartement standing;GT;2003;2273;110
Ben Guérir;Appartement standing;GT;2004;2360;114
Ben Guérir;Appartement standing;GT;2005;2482;120
Ben Guérir;Appartement standing;GT;2006;2646;128
Ben Guérir;Appartement standing;GT;2007;2790;135
Ben Guérir;Appartement standing;GT;2008;2931;142
Ben Guérir;Appartement standing;GT;2009;3059;148
Ben Guérir;Appartement standing;GT;2010;3127;151
Ben Guérir;Appartement standing;GT;2011;3219;156
Ben Guérir;Appartement standing;GT;2012;3269;158
Ben Guérir;Appartement standing;GT;2013;3328;161
Ben Guérir;Appartement standing;GT;2014;3438;166
Ben Guérir;Appartement standing;GT;2015;3443;166
Ben Guérir;Appartement standing;GT;2016;3456;167
Ben Guérir;Appartement standing;GT;2017;3467;168
Ben Guérir;Appartement standing;GT;2018;3535;171
Ben Guérir;Appartement standing;GT;2019;3564;172
Ben Guérir;Appartement standing;GT;2020;3539;171
Ben Guérir;Appartement standing;GT;2021;3603;174
Ben Guérir;Appartement standing;GT;2022;3683;178
Ben Guérir;Appartement standing;MT;2001;1172;100
Ben Guérir;Appartement standing;MT;2002;1235;105
Ben Guérir;Appartement standing;MT;2003;1310;112
Ben Guérir;Appartement standing;MT;2004;1393;119
Ben Guérir;Appartement standing;MT;2005;1503;128
Ben Guérir;Appartement standing;MT;2006;1567;134
Ben Guérir;Appartement standing;MT;2007;1640;140
Ben Guérir;Appartement standing;MT;2008;1713;146
Ben Guérir;Appartement standing;MT;2009;1799;154
Ben Guérir;Appartement standing;MT;2010;1895;162
Ben Guérir;Appartement standing;MT;2011;1983;169
Ben Guérir;Appartement standing;MT;2012;2106;180
Ben Guérir;Appartement standing;MT;2013;2158;184
Ben Guérir;Appartement standing;MT;2014;2287;195
Ben Guérir;Appartement standing;MT;2015;2348;200
Ben Guérir;Appartement standing;MT;2016;2380;203
Ben Guérir;Appartement standing;MT;2017;2446;209
Ben Guérir;Appartement standing;MT;2018;2483;212
Ben Guérir;Appartement standing;MT;2019;2518;215
Ben Guérir;Appartement standing;MT;2020;2505;214
Ben Guérir;Appartement standing;MT;2021;2596;222
Ben Guérir;Appartement standing;MT;2022;2687;229
Ben Guérir;Appartement standing;PT;2001;1033;100
Ben Guérir;Appartement standing;PT;2002;1064;103
Ben Guérir;Appartement standing;PT;2003;1102;107
Ben Guérir;Appartement standing;PT;2004;1129;109
Ben Guérir;Appartement standing;PT;2005;1190;115
Ben Guérir;Appartement standing;PT;2006;1223;118
Ben Guérir;Appartement standing;PT;2007;1257;122
Ben Guérir;Appartement standing;PT;2008;1323;128
Ben Guérir;Appartement standing;PT;2009;1404;136
Ben Guérir;Appartement standing;PT;2010;1451;140
Ben Guérir;Appartement standing;PT;2011;1501;145
Ben Guérir;Appartement standing;PT;2012;1549;150
Ben Guérir;Appartement standing;PT;2013;1607;156
Ben Guérir;Appartement standing;PT;2014;1677;162
Ben Guérir;Appartement standing;PT;2015;1744;169
Ben Guérir;Appartement standing;PT;2016;1916;185
Ben Guérir;Appartement standing;PT;2017;1981;192
Ben Guérir;Appartement standing;PT;2018;2039;197
Ben Guérir;Appartement standing;PT;2019;2084;202
Ben Guérir;Appartement standing;PT;2020;1993;193
Ben Guérir;Appartement standing;PT;2021;2082;202
Ben Guérir;Appartement standing;PT;2022;2178;211
Ben Guérir;Appartement économique;APE;2001;788;100
Ben Guérir;Appartement économique;APE;2002;827;105
Ben Guérir;Appartement économique;APE;2003;871;111
Ben Guérir;Appartement économique;APE;2004;901;115
Ben Guérir;Appartement économique;APE;2005;946;121
Ben Guérir;Appartement économique;APE;2006;980;125
Ben Guérir;Appartement économique;APE;2007;1017;130
Ben Guérir;Appartement économique;APE;2008;1052;135
Ben Guérir;Appartement économique;APE;2009;1089;140
Ben Guérir;Appartement économique;APE;2010;1169;150
Ben Guérir;Appartement économique;APE;2011;1232;158
Ben Guérir;Appartement économique;APE;2012;1277;164
Ben Guérir;Appartement économique;APE;2013;1289;166
Ben Guérir;Appartement économique;APE;2014;1305;168
Ben Guérir;Appartement économique;APE;2015;1342;172
Ben Guérir;Appartement économique;APE;2016;1357;174
Ben Guérir;Appartement économique;APE;2017;1371;176
Ben Guérir;Appartement économique;APE;2018;1410;181
Ben Guérir;Appartement économique;APE;2019;1449;187
Ben Guérir;Appartement économique;APE;2020;1476;190
Ben Guérir;Appartement économique;APE;2021;1549;199
Ben Guérir;Appartement économique;APE;2022;1631;210
Ben Guérir;Appartement économique;GT;2001;1093;100
Ben Guérir;Appartement économique;GT;2002;1132;104
Ben Guérir;Appartement économique;GT;2003;1178;108
Ben Guérir;Appartement économique;GT;2004;1214;111
Ben Guérir;Appartement économique;GT;2005;1251;114
Ben Guérir;Appartement économique;GT;2006;1290;118
Ben Guérir;Appartement économique;GT;2007;1326;121
Ben Guérir;Appartement économique;GT;2008;1358;124
Ben Guérir;Appartement économique;GT;2009;1401;128
Ben Guérir;Appartement économique;GT;2010;1493;137
Ben Guérir;Appartement économique;GT;2011;1544;141
Ben Guérir;Appartement économique;GT;2012;1619;148
Ben Guérir;Appartement économique;GT;2013;1599;146
Ben Guérir;Appartement économique;GT;2014;1600;146
Ben Guérir;Appartement économique;GT;2015;1642;150
Ben Guérir;Appartement économique;GT;2016;1666;152
Ben Guérir;Appartement économique;GT;2017;1683;154
Ben Guérir;Appartement économique;GT;2018;1716;157
Ben Guérir;Appartement économique;GT;2019;1744;160
Ben Guérir;Appartement économique;GT;2020;1789;164
Ben Guérir;Appartement économique;GT;2021;1874;171
Ben Guérir;Appartement économique;GT;2022;1958;179
Ben Guérir;Appartement économique;MT;2001;765;100
Ben Guérir;Appartement économique;MT;2002;808;106
Ben Guérir;Appartement économique;MT;2003;850;111
Ben Guérir;Appartement économique;MT;2004;864;113
Ben Guérir;Appartement économique;MT;2005;906;118
Ben Guérir;Appartement économique;MT;2006;949;124
Ben Guérir;Appartement économique;MT;2007;992;130
Ben Guérir;Appartement économique;MT;2008;1034;135
Ben Guérir;Appartement économique;MT;2009;1078;141
Ben Guérir;Appartement économique;MT;2010;1162;152
Ben Guérir;Appartement économique;MT;2011;1234;161
Ben Guérir;Appartement économique;MT;2012;1295;169
Ben Guérir;Appartement économique;MT;2013;1319;172
Ben Guérir;Appartement économique;MT;2014;1344;176
Ben Guérir;Appartement économique;MT;2015;1382;181
Ben Guérir;Appartement économique;MT;2016;1401;183
Ben Guérir;Appartement économique;MT;2017;1414;185
Ben Guérir;Appartement économique;MT;2018;1458;191
Ben Guérir;Appartement économique;MT;2019;1500;196
Ben Guérir;Appartement économique;MT;2020;1519;199
Ben Guérir;Appartement économique;MT;2021;1595;208
Ben Guérir;Appartement économique;MT;2022;1685;220
Ben Guérir;Appartement économique;PT;2001;617;100
Ben Guérir;Appartement économique;PT;2002;650;105
Ben Guérir;Appartement économique;PT;2003;696;113
Ben Guérir;Appartement économique;PT;2004;744;121
Ben Guérir;Appartement économique;PT;2005;796;129
Ben Guérir;Appartement économique;PT;2006;817;132
Ben Guérir;Appartement économique;PT;2007;846;137
Ben Guérir;Appartement économique;PT;2008;874;142
Ben Guérir;Appartement économique;PT;2009;896;145
Ben Guérir;Appartement économique;PT;2010;962;156
Ben Guérir;Appartement économique;PT;2011;1022;166
Ben Guérir;Appartement économique;PT;2012;1026;166
Ben Guérir;Appartement économique;PT;2013;1042;169
Ben Guérir;Appartement économique;PT;2014;1054;171
Ben Guérir;Appartement économique;PT;2015;1080;175
Ben Guérir;Appartement économique;PT;2016;1084;176
Ben Guérir;Appartement économique;PT;2017;1097;178
Ben Guérir;Appartement économique;PT;2018;1136;184
Ben Guérir;Appartement économique;PT;2019;1176;191
Ben Guérir;Appartement économique;PT;2020;1202;195
Ben Guérir;Appartement économique;PT;2021;1263;205
Ben Guérir;Appartement économique;PT;2022;1333;216
Ben Guérir;Maison sur lot économique;GT;2001;972;100
Ben Guérir;Maison sur lot économique;GT;2002;1028;106
Ben Guérir;Maison sur lot économique;GT;2003;1088;112
Ben Guérir;Maison sur lot économique;GT;2004;1112;115
Ben Guérir;Maison sur lot économique;GT;2005;1168;120
Ben Guérir;Maison sur lot économique;GT;2006;1203;124
Ben Guérir;Maison sur lot économique;GT;2007;1236;127
Ben Guérir;Maison sur lot économique;GT;2008;1285;132
Ben Guérir;Maison sur lot économique;GT;2009;1333;137
Ben Guérir;Maison sur lot économique;GT;2010;1436;148
Ben Guérir;Maison sur lot économique;GT;2011;1503;155
Ben Guérir;Maison sur lot économique;GT;2012;1560;161
Ben Guérir;Maison sur lot économique;GT;2013;1572;162
Ben Guérir;Maison sur lot économique;GT;2014;1566;161
Ben Guérir;Maison sur lot économique;GT;2015;1606;165
Ben Guérir;Maison sur lot économique;GT;2016;1622;167
Ben Guérir;Maison sur lot économique;GT;2017;1640;169
Ben Guérir;Maison sur lot économique;GT;2018;1676;173
Ben Guérir;Maison sur lot économique;GT;2019;1724;177
Ben Guérir;Maison sur lot économique;GT;2020;1738;179
Ben Guérir;Maison sur lot économique;GT;2021;1816;187
Ben Guérir;Maison sur lot économique;GT;2022;1903;196
Ben Guérir;Maison sur lot économique;MLE;2001;691;100
Ben Guérir;Maison sur lot économique;MLE;2002;731;106
Ben Guérir;Maison sur lot économique;MLE;2003;772;112
Ben Guérir;Maison sur lot économique;MLE;2004;796;116
Ben Guérir;Maison sur lot économique;MLE;2005;842;122
Ben Guérir;Maison sur lot économique;MLE;2006;876;127
Ben Guérir;Maison sur lot économique;MLE;2007;908;132
Ben Guérir;Maison sur lot économique;MLE;2008;958;140
Ben Guérir;Maison sur lot économique;MLE;2009;1004;146
Ben Guérir;Maison sur lot économique;MLE;2010;1061;154
Ben Guérir;Maison sur lot économique;MLE;2011;1113;162
Ben Guérir;Maison sur lot économique;MLE;2012;1155;168
Ben Guérir;Maison sur lot économique;MLE;2013;1178;171
Ben Guérir;Maison sur lot économique;MLE;2014;1200;175
Ben Guérir;Maison sur lot économique;MLE;2015;1262;181
Ben Guérir;Maison sur lot économique;MLE;2016;1273;183
Ben Guérir;Maison sur lot économique;MLE;2017;1290;185
Ben Guérir;Maison sur lot économique;MLE;2018;1335;192
Ben Guérir;Maison sur lot économique;MLE;2019;1381;199
Ben Guérir;Maison sur lot économique;MLE;2020;1396;201
Ben Guérir;Maison sur lot économique;MLE;2021;1468;212
Ben Guérir;Maison sur lot économique;MLE;2022;1548;224
Ben Guérir;Maison sur lot économique;MT;2001;684;100
Ben Guérir;Maison sur lot économique;MT;2002;720;105
Ben Guérir;Maison sur lot économique;MT;2003;756;111
Ben Guérir;Maison sur lot économique;MT;2004;785;115
Ben Guérir;Maison sur lot économique;MT;2005;837;122
Ben Guérir;Maison sur lot économique;MT;2006;874;128
Ben Guérir;Maison sur lot économique;MT;2007;904;132
Ben Guérir;Maison sur lot économique;MT;2008;960;141
Ben Guérir;Maison sur lot économique;MT;2009;1017;149
Ben Guérir;Maison sur lot économique;MT;2010;1062;155
Ben Guérir;Maison sur lot économique;MT;2011;1116;163
Ben Guérir;Maison sur lot économique;MT;2012;1181;173
Ben Guérir;Maison sur lot économique;MT;2013;1216;178
Ben Guérir;Maison sur lot économique;MT;2014;1246;182
Ben Guérir;Maison sur lot économique;MT;2015;1300;190
Ben Guérir;Maison sur lot économique;MT;2016;1312;192
Ben Guérir;Maison sur lot économique;MT;2017;1328;194
Ben Guérir;Maison sur lot économique;MT;2018;1375;201
Ben Guérir;Maison sur lot économique;MT;2019;1421;208
Ben Guérir;Maison sur lot économique;MT;2020;1438;210
Ben Guérir;Maison sur lot économique;MT;2021;1514;221
Ben Guérir;Maison sur lot économique;MT;2022;1599;234
Ben Guérir;Maison sur lot économique;PT;2001;514;100
Ben Guérir;Maison sur lot économique;PT;2002;548;107
Ben Guérir;Maison sur lot économique;PT;2003;584;114
Ben Guérir;Maison sur lot économique;PT;2004;602;117
Ben Guérir;Maison sur lot économique;PT;2005;631;123
Ben Guérir;Maison sur lot économique;PT;2006;662;129
Ben Guérir;Maison sur lot économique;PT;2007;696;135
Ben Guérir;Maison sur lot économique;PT;2008;736;143
Ben Guérir;Maison sur lot économique;PT;2009;768;149
Ben Guérir;Maison sur lot économique;PT;2010;808;157
Ben Guérir;Maison sur lot économique;PT;2011;848;165
Ben Guérir;Maison sur lot économique;PT;2012;850;165
Ben Guérir;Maison sur lot économique;PT;2013;865;168
Ben Guérir;Maison sur lot économique;PT;2014;893;174
Ben Guérir;Maison sur lot économique;PT;2015;918;179
Ben Guérir;Maison sur lot économique;PT;2016;924;180
Ben Guérir;Maison sur lot économique;PT;2017;942;184
Ben Guérir;Maison sur lot économique;PT;2018;992;193
Ben Guérir;Maison sur lot économique;PT;2019;1036;202
Ben Guérir;Maison sur lot économique;PT;2020;1047;204
Ben Guérir;Maison sur lot économique;PT;2021;1109;216
Ben Guérir;Maison sur lot économique;PT;2022;1174;229
Ben Guérir;Total ville;MLE;2001;780;100
Ben Guérir;Total ville;MLE;2002;823;106
Ben Guérir;Total ville;MLE;2003;868;111
Ben Guérir;Total ville;MLE;2004;899;115
Ben Guérir;Total ville;MLE;2005;946;122
Ben Guérir;Total ville;MLE;2006;984;127
Ben Guérir;Total ville;MLE;2007;1021;131
Ben Guérir;Total ville;MLE;2008;1067;138
Ben Guérir;Total ville;MLE;2009;1110;143
Ben Guérir;Total ville;MLE;2010;1178;152
Ben Guérir;Total ville;MLE;2011;1236;160
Ben Guérir;Total ville;MLE;2012;1284;166
Ben Guérir;Total ville;MLE;2013;1302;168
Ben Guérir;Total ville;MLE;2014;1322;171
Ben Guérir;Total ville;MLE;2015;1334;180
Ben Guérir;Total ville;MLE;2016;1347;182
Ben Guérir;Total ville;MLE;2017;1364;184
Ben Guérir;Total ville;MLE;2018;1409;191
Ben Guérir;Total ville;MLE;2019;1454;198
Ben Guérir;Total ville;MLE;2020;1469;200
Ben Guérir;Total ville;MLE;2021;1542;210
Ben Guérir;Total ville;MLE;2022;1625;222
Ben Guérir;Villa;GT;2001;4486;100
Ben Guérir;Villa;GT;2002;4602;103
Ben Guérir;Villa;GT;2003;4782;107
Ben Guérir;Villa;GT;2004;5133;114
Ben Guérir;Villa;GT;2005;5516;123
Ben Guérir;Villa;GT;2006;5896;131
Ben Guérir;Villa;GT;2007;6410;143
Ben Guérir;Villa;GT;2008;6708;150
Ben Guérir;Villa;GT;2009;6940;155
Ben Guérir;Villa;GT;2010;7159;160
Ben Guérir;Villa;GT;2011;7468;166
Ben Guérir;Villa;GT;2012;7778;173
Ben Guérir;Villa;GT;2013;7964;178
Ben Guérir;Villa;GT;2014;8041;179
Ben Guérir;Villa;GT;2015;8060;180
Ben Guérir;Villa;GT;2016;8077;180
Ben Guérir;Villa;GT;2017;8106;181
Ben Guérir;Villa;GT;2018;8119;181
Ben Guérir;Villa;GT;2019;8146;182
Ben Guérir;Villa;GT;2020;7950;177
Ben Guérir;Villa;GT;2021;8055;180
Ben Guérir;Villa;GT;2022;8215;183
Ben Guérir;Villa;MT;2001;2879;100
Ben Guérir;Villa;MT;2002;3101;108
Ben Guérir;Villa;MT;2003;3296;114
Ben Guérir;Villa;MT;2004;3511;122
Ben Guérir;Villa;MT;2005;3600;125
Ben Guérir;Villa;MT;2006;3733;130
Ben Guérir;Villa;MT;2007;3908;136
Ben Guérir;Villa;MT;2008;4049;141
Ben Guérir;Villa;MT;2009;4175;145
Ben Guérir;Villa;MT;2010;4187;145
Ben Guérir;Villa;MT;2011;4270;148
Ben Guérir;Villa;MT;2012;4522;157
Ben Guérir;Villa;MT;2013;4599;160
Ben Guérir;Villa;MT;2014;4659;162
Ben Guérir;Villa;MT;2015;4748;165
Ben Guérir;Villa;MT;2016;4756;165
Ben Guérir;Villa;MT;2017;4789;166
Ben Guérir;Villa;MT;2018;4843;168
Ben Guérir;Villa;MT;2019;4885;170
Ben Guérir;Villa;MT;2020;4830;168
Ben Guérir;Villa;MT;2021;5000;174
Ben Guérir;Villa;MT;2022;5220;181
Ben Guérir;Villa;PT;2001;1905;100
Ben Guérir;Villa;PT;2002;2085;109
Ben Guérir;Villa;PT;2003;2131;112
Ben Guérir;Villa;PT;2004;2280;120
Ben Guérir;Villa;PT;2005;2467;129
Ben Guérir;Villa;PT;2006;2698;142
Ben Guérir;Villa;PT;2007;2883;151
Ben Guérir;Villa;PT;2008;3017;158
Ben Guérir;Villa;PT;2009;3113;163
Ben Guérir;Villa;PT;2010;3149;165
Ben Guérir;Villa;PT;2011;3247;170
Ben Guérir;Villa;PT;2012;3321;174
Ben Guérir;Villa;PT;2013;3333;175
Ben Guérir;Villa;PT;2014;3338;175
Ben Guérir;Villa;PT;2015;3408;179
Ben Guérir;Villa;PT;2016;3425;180
Ben Guérir;Villa;PT;2017;3429;180
Ben Guérir;Villa;PT;2018;3530;185
Ben Guérir;Villa;PT;2019;3642;191
Ben Guérir;Villa;PT;2020;3644;191
Ben Guérir;Villa;PT;2021;3762;198
Ben Guérir;Villa;PT;2022;3950;207
Ben Guérir;Villa;VIL;2001;2583;100
Ben Guérir;Villa;VIL;2002;2783;108
Ben Guérir;Villa;VIL;2003;2918;113
Ben Guérir;Villa;VIL;2004;3115;121
Ben Guérir;Villa;VIL;2005;3258;127
Ben Guérir;Villa;VIL;2006;3443;134
Ben Guérir;Villa;VIL;2007;3640;142
Ben Guérir;Villa;VIL;2008;3786;148
Ben Guérir;Villa;VIL;2009;3906;153
Ben Guérir;Villa;VIL;2010;3939;154
Ben Guérir;Villa;VIL;2011;4039;158
Ben Guérir;Villa;VIL;2012;4224;165
Ben Guérir;Villa;VIL;2013;4282;167
Ben Guérir;Villa;VIL;2014;4321;168
Ben Guérir;Villa;VIL;2015;4368;171
Ben Guérir;Villa;VIL;2016;4380;171
Ben Guérir;Villa;VIL;2017;4402;172
Ben Guérir;Villa;VIL;2018;4472;175
Ben Guérir;Villa;VIL;2019;4541;179
Ben Guérir;Villa;VIL;2020;4502;177
Ben Guérir;Villa;VIL;2021;4649;183
Ben Guérir;Villa;VIL;2022;4854;191
Chichaoua;Appartement standing;APS;2001;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2002;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2003;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2004;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2005;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2006;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2007;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2008;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2009;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2010;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2011;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2012;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2013;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2014;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2015;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2016;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2017;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2018;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2019;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2020;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2021;Non disponible;Non disponible
Chichaoua;Appartement standing;APS;2022;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2001;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2002;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2003;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2004;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2005;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2006;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2007;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2008;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2009;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2010;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2011;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2012;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2013;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2014;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2015;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2016;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2017;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2018;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2019;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2020;Non disponible;Non disponible
Chichaoua;Appartement standing;GT;2021;Non disponible;Non disponible
