Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Assa;Appartement standing;MT;2015;Non disponible;Non disponible
Assa;Appartement standing;MT;2016;Non disponible;Non disponible
Assa;Appartement standing;MT;2017;Non disponible;Non disponible
Assa;Appartement standing;MT;2018;Non disponible;Non disponible
Assa;Appartement standing;MT;2019;Non disponible;Non disponible
Assa;Appartement standing;MT;2020;Non disponible;Non disponible
Assa;Appartement standing;MT;2021;Non disponible;Non disponible
Assa;Appartement standing;MT;2022;Non disponible;Non disponible
Assa;Appartement standing;PT;2001;Non disponible;Non disponible
Assa;Appartement standing;PT;2002;Non disponible;Non disponible
Assa;Appartement standing;PT;2003;Non disponible;Non disponible
Assa;Appartement standing;PT;2004;Non disponible;Non disponible
Assa;Appartement standing;PT;2005;Non disponible;Non disponible
Assa;Appartement standing;PT;2006;Non disponible;Non disponible
Assa;Appartement standing;PT;2007;Non disponible;Non disponible
Assa;Appartement standing;PT;2008;Non disponible;Non disponible
Assa;Appartement standing;PT;2009;Non disponible;Non disponible
Assa;Appartement standing;PT;2010;Non disponible;Non disponible
Assa;Appartement standing;PT;2011;Non disponible;Non disponible
Assa;Appartement standing;PT;2012;Non disponible;Non disponible
Assa;Appartement standing;PT;2013;Non disponible;Non disponible
Assa;Appartement standing;PT;2014;Non disponible;Non disponible
Assa;Appartement standing;PT;2015;Non disponible;Non disponible
Assa;Appartement standing;PT;2016;Non disponible;Non disponible
Assa;Appartement standing;PT;2017;Non disponible;Non disponible
Assa;Appartement standing;PT;2018;Non disponible;Non disponible
Assa;Appartement standing;PT;2019;Non disponible;Non disponible
Assa;Appartement standing;PT;2020;Non disponible;Non disponible
Assa;Appartement standing;PT;2021;Non disponible;Non disponible
Assa;Appartement standing;PT;2022;Non disponible;Non disponible
Assa;Appartement économique;APE;2001;589;100
Assa;Appartement économique;APE;2002;586;100
Assa;Appartement économique;APE;2003;592;101
Assa;Appartement économique;APE;2004;601;102
Assa;Appartement économique;APE;2005;611;104
Assa;Appartement économique;APE;2006;617;105
Assa;Appartement économique;APE;2007;611;104
Assa;Appartement économique;APE;2008;619;106
Assa;Appartement économique;APE;2009;629;107
Assa;Appartement économique;APE;2010;643;110
Assa;Appartement économique;APE;2011;648;110
Assa;Appartement économique;APE;2012;655;112
Assa;Appartement économique;APE;2013;661;113
Assa;Appartement économique;APE;2014;669;114
Assa;Appartement économique;APE;2015;667;117
Assa;Appartement économique;APE;2016;688;120
Assa;Appartement économique;APE;2017;707;124
Assa;Appartement économique;APE;2018;733;129
Assa;Appartement économique;APE;2019;749;131
Assa;Appartement économique;APE;2020;739;130
Assa;Appartement économique;APE;2021;754;132
Assa;Appartement économique;APE;2022;790;139
Assa;Appartement économique;GT;2001;716;100
Assa;Appartement économique;GT;2002;703;98
Assa;Appartement économique;GT;2003;716;100
Assa;Appartement économique;GT;2004;723;101
Assa;Appartement économique;GT;2005;730;102
Assa;Appartement économique;GT;2006;738;103
Assa;Appartement économique;GT;2007;728;102
Assa;Appartement économique;GT;2008;745;104
Assa;Appartement économique;GT;2009;759;106
Assa;Appartement économique;GT;2010;778;109
Assa;Appartement économique;GT;2011;788;110
Assa;Appartement économique;GT;2012;800;112
Assa;Appartement économique;GT;2013;811;113
Assa;Appartement économique;GT;2014;821;115
Assa;Appartement économique;GT;2015;829;116
Assa;Appartement économique;GT;2016;853;119
Assa;Appartement économique;GT;2017;877;123
Assa;Appartement économique;GT;2018;900;126
Assa;Appartement économique;GT;2019;925;129
Assa;Appartement économique;GT;2020;930;130
Assa;Appartement économique;GT;2021;950;133
Assa;Appartement économique;GT;2022;975;136
Assa;Appartement économique;MT;2001;613;100
Assa;Appartement économique;MT;2002;609;99
Assa;Appartement économique;MT;2003;614;100
Assa;Appartement économique;MT;2004;623;102
Assa;Appartement économique;MT;2005;634;103
Assa;Appartement économique;MT;2006;639;104
Assa;Appartement économique;MT;2007;634;103
Assa;Appartement économique;MT;2008;639;104
Assa;Appartement économique;MT;2009;648;106
Assa;Appartement économique;MT;2010;662;108
Assa;Appartement économique;MT;2011;668;109
Assa;Appartement économique;MT;2012;675;110
Assa;Appartement économique;MT;2013;679;111
Assa;Appartement économique;MT;2014;685;112
Assa;Appartement économique;MT;2015;693;113
Assa;Appartement économique;MT;2016;712;116
Assa;Appartement économique;MT;2017;730;119
Assa;Appartement économique;MT;2018;757;123
Assa;Appartement économique;MT;2019;770;126
Assa;Appartement économique;MT;2020;749;122
Assa;Appartement économique;MT;2021;760;124
Assa;Appartement économique;MT;2022;804;131
Assa;Appartement économique;PT;2001;397;100
Assa;Appartement économique;PT;2002;403;102
Assa;Appartement économique;PT;2003;411;104
Assa;Appartement économique;PT;2004;422;106
Assa;Appartement économique;PT;2005;430;108
Assa;Appartement économique;PT;2006;437;110
Assa;Appartement économique;PT;2007;433;109
Assa;Appartement économique;PT;2008;442;111
Assa;Appartement économique;PT;2009;453;114
Assa;Appartement économique;PT;2010;462;116
Assa;Appartement économique;PT;2011;460;116
Assa;Appartement économique;PT;2012;464;117
Assa;Appartement économique;PT;2013;473;119
Assa;Appartement économique;PT;2014;485;122
Assa;Appartement économique;PT;2015;491;124
Assa;Appartement économique;PT;2016;510;128
Assa;Appartement économique;PT;2017;527;133
Assa;Appartement économique;PT;2018;552;139
Assa;Appartement économique;PT;2019;565;142
Assa;Appartement économique;PT;2020;561;141
Assa;Appartement économique;PT;2021;579;146
Assa;Appartement économique;PT;2022;610;154
Assa;Maison sur lot économique;GT;2001;708;100
Assa;Maison sur lot économique;GT;2002;721;102
Assa;Maison sur lot économique;GT;2003;711;100
Assa;Maison sur lot économique;GT;2004;695;98
Assa;Maison sur lot économique;GT;2005;689;97
Assa;Maison sur lot économique;GT;2006;696;98
Assa;Maison sur lot économique;GT;2007;702;99
Assa;Maison sur lot économique;GT;2008;712;100
Assa;Maison sur lot économique;GT;2009;722;102
Assa;Maison sur lot économique;GT;2010;726;103
Assa;Maison sur lot économique;GT;2011;737;104
Assa;Maison sur lot économique;GT;2012;748;106
Assa;Maison sur lot économique;GT;2013;753;106
Assa;Maison sur lot économique;GT;2014;757;107
Assa;Maison sur lot économique;GT;2015;768;108
Assa;Maison sur lot économique;GT;2016;792;112
Assa;Maison sur lot économique;GT;2017;812;115
Assa;Maison sur lot économique;GT;2018;845;119
Assa;Maison sur lot économique;GT;2019;860;121
Assa;Maison sur lot économique;GT;2020;859;121
Assa;Maison sur lot économique;GT;2021;870;123
Assa;Maison sur lot économique;GT;2022;900;127
Assa;Maison sur lot économique;MLE;2001;595;100
Assa;Maison sur lot économique;MLE;2002;608;102
Assa;Maison sur lot économique;MLE;2003;597;100
Assa;Maison sur lot économique;MLE;2004;585;99
Assa;Maison sur lot économique;MLE;2005;581;98
Assa;Maison sur lot économique;MLE;2006;584;98
Assa;Maison sur lot économique;MLE;2007;592;100
Assa;Maison sur lot économique;MLE;2008;599;101
Assa;Maison sur lot économique;MLE;2009;611;103
Assa;Maison sur lot économique;MLE;2010;622;105
Assa;Maison sur lot économique;MLE;2011;618;104
Assa;Maison sur lot économique;MLE;2012;622;105
Assa;Maison sur lot économique;MLE;2013;633;107
Assa;Maison sur lot économique;MLE;2014;640;108
Assa;Maison sur lot économique;MLE;2015;636;111
Assa;Maison sur lot économique;MLE;2016;662;116
Assa;Maison sur lot économique;MLE;2017;685;120
Assa;Maison sur lot économique;MLE;2018;716;126
Assa;Maison sur lot économique;MLE;2019;736;130
Assa;Maison sur lot économique;MLE;2020;734;129
Assa;Maison sur lot économique;MLE;2021;744;131
Assa;Maison sur lot économique;MLE;2022;764;134
Assa;Maison sur lot économique;MT;2001;622;100
Assa;Maison sur lot économique;MT;2002;638;102
Assa;Maison sur lot économique;MT;2003;625;100
Assa;Maison sur lot économique;MT;2004;611;98
Assa;Maison sur lot économique;MT;2005;604;97
Assa;Maison sur lot économique;MT;2006;609;98
Assa;Maison sur lot économique;MT;2007;622;100
Assa;Maison sur lot économique;MT;2008;629;101
Assa;Maison sur lot économique;MT;2009;641;103
Assa;Maison sur lot économique;MT;2010;654;105
Assa;Maison sur lot économique;MT;2011;644;103
Assa;Maison sur lot économique;MT;2012;644;103
Assa;Maison sur lot économique;MT;2013;658;106
Assa;Maison sur lot économique;MT;2014;666;107
Assa;Maison sur lot économique;MT;2015;682;110
Assa;Maison sur lot économique;MT;2016;703;113
Assa;Maison sur lot économique;MT;2017;722;116
Assa;Maison sur lot économique;MT;2018;750;120
Assa;Maison sur lot économique;MT;2019;765;123
Assa;Maison sur lot économique;MT;2020;772;124
Assa;Maison sur lot économique;MT;2021;781;125
Assa;Maison sur lot économique;MT;2022;801;129
Assa;Maison sur lot économique;PT;2001;402;100
Assa;Maison sur lot économique;PT;2002;408;101
Assa;Maison sur lot économique;PT;2003;404;100
Assa;Maison sur lot économique;PT;2004;405;101
Assa;Maison sur lot économique;PT;2005;410;102
Assa;Maison sur lot économique;PT;2006;402;100
Assa;Maison sur lot économique;PT;2007;396;99
Assa;Maison sur lot économique;PT;2008;400;100
Assa;Maison sur lot économique;PT;2009;410;102
Assa;Maison sur lot économique;PT;2010;422;105
Assa;Maison sur lot économique;PT;2011;428;106
Assa;Maison sur lot économique;PT;2012;437;109
Assa;Maison sur lot économique;PT;2013;443;110
Assa;Maison sur lot économique;PT;2014;448;111
Assa;Maison sur lot économique;PT;2015;461;115
Assa;Maison sur lot économique;PT;2016;493;123
Assa;Maison sur lot économique;PT;2017;525;131
Assa;Maison sur lot économique;PT;2018;560;139
Assa;Maison sur lot économique;PT;2019;590;147
Assa;Maison sur lot économique;PT;2020;576;143
Assa;Maison sur lot économique;PT;2021;584;145
Assa;Maison sur lot économique;PT;2022;598;149
Assa;Total ville;MLE;2001;592;100
Assa;Total ville;MLE;2002;597;101
Assa;Total ville;MLE;2003;595;101
Assa;Total ville;MLE;2004;593;100
Assa;Total ville;MLE;2005;596;101
Assa;Total ville;MLE;2006;600;102
Assa;Total ville;MLE;2007;602;102
Assa;Total ville;MLE;2008;609;103
Assa;Total ville;MLE;2009;620;105
Assa;Total ville;MLE;2010;632;107
Assa;Total ville;MLE;2011;633;107
Assa;Total ville;MLE;2012;638;108
Assa;Total ville;MLE;2013;647;110
Assa;Total ville;MLE;2014;654;111
Assa;Total ville;MLE;2015;637;111
Assa;Total ville;MLE;2016;662;116
Assa;Total ville;MLE;2017;686;120
Assa;Total ville;MLE;2018;716;126
Assa;Total ville;MLE;2019;736;130
Assa;Total ville;MLE;2020;734;129
Assa;Total ville;MLE;2021;744;131
Assa;Total ville;MLE;2022;765;134
Assa;Villa;GT;2001;Non disponible;Non disponible
Assa;Villa;GT;2002;Non disponible;Non disponible
Assa;Villa;GT;2003;Non disponible;Non disponible
Assa;Villa;GT;2004;Non disponible;Non disponible
Assa;Villa;GT;2005;Non disponible;Non disponible
Assa;Villa;GT;2006;Non disponible;Non disponible
Assa;Villa;GT;2007;Non disponible;Non disponible
Assa;Villa;GT;2008;Non disponible;Non disponible
Assa;Villa;GT;2009;Non disponible;Non disponible
Assa;Villa;GT;2010;Non disponible;Non disponible
Assa;Villa;GT;2011;Non disponible;Non disponible
Assa;Villa;GT;2012;Non disponible;Non disponible
Assa;Villa;GT;2013;Non disponible;Non disponible
Assa;Villa;GT;2014;Non disponible;Non disponible
Assa;Villa;GT;2015;Non disponible;Non disponible
Assa;Villa;GT;2016;Non disponible;Non disponible
Assa;Villa;GT;2017;Non disponible;Non disponible
Assa;Villa;GT;2018;Non disponible;Non disponible
Assa;Villa;GT;2019;Non disponible;Non disponible
Assa;Villa;GT;2020;Non disponible;Non disponible
Assa;Villa;GT;2021;Non disponible;Non disponible
Assa;Villa;GT;2022;Non disponible;Non disponible
Assa;Villa;MT;2001;Non disponible;Non disponible
Assa;Villa;MT;2002;Non disponible;Non disponible
Assa;Villa;MT;2003;Non disponible;Non disponible
Assa;Villa;MT;2004;Non disponible;Non disponible
Assa;Villa;MT;2005;Non disponible;Non disponible
Assa;Villa;MT;2006;Non disponible;Non disponible
Assa;Villa;MT;2007;Non disponible;Non disponible
Assa;Villa;MT;2008;Non disponible;Non disponible
Assa;Villa;MT;2009;Non disponible;Non disponible
Assa;Villa;MT;2010;Non disponible;Non disponible
Assa;Villa;MT;2011;Non disponible;Non disponible
Assa;Villa;MT;2012;Non disponible;Non disponible
Assa;Villa;MT;2013;Non disponible;Non disponible
Assa;Villa;MT;2014;Non disponible;Non disponible
Assa;Villa;MT;2015;Non disponible;Non disponible
Assa;Villa;MT;2016;Non disponible;Non disponible
Assa;Villa;MT;2017;Non disponible;Non disponible
Assa;Villa;MT;2018;Non disponible;Non disponible
Assa;Villa;MT;2019;Non disponible;Non disponible
Assa;Villa;MT;2020;Non disponible;Non disponible
Assa;Villa;MT;2021;Non disponible;Non disponible
Assa;Villa;MT;2022;Non disponible;Non disponible
Assa;Villa;PT;2001;Non disponible;Non disponible
Assa;Villa;PT;2002;Non disponible;Non disponible
Assa;Villa;PT;2003;Non disponible;Non disponible
Assa;Villa;PT;2004;Non disponible;Non disponible
Assa;Villa;PT;2005;Non disponible;Non disponible
Assa;Villa;PT;2006;Non disponible;Non disponible
Assa;Villa;PT;2007;Non disponible;Non disponible
Assa;Villa;PT;2008;Non disponible;Non disponible
Assa;Villa;PT;2009;Non disponible;Non disponible
Assa;Villa;PT;2010;Non disponible;Non disponible
Assa;Villa;PT;2011;Non disponible;Non disponible
Assa;Villa;PT;2012;Non disponible;Non disponible
Assa;Villa;PT;2013;Non disponible;Non disponible
Assa;Villa;PT;2014;Non disponible;Non disponible
Assa;Villa;PT;2015;Non disponible;Non disponible
Assa;Villa;PT;2016;Non disponible;Non disponible
Assa;Villa;PT;2017;Non disponible;Non disponible
Assa;Villa;PT;2018;Non disponible;Non disponible
Assa;Villa;PT;2019;Non disponible;Non disponible
Assa;Villa;PT;2020;Non disponible;Non disponible
Assa;Villa;PT;2021;Non disponible;Non disponible
Assa;Villa;PT;2022;Non disponible;Non disponible
Assa;Villa;VIL;2001;Non disponible;Non disponible
Assa;Villa;VIL;2002;Non disponible;Non disponible
Assa;Villa;VIL;2003;Non disponible;Non disponible
Assa;Villa;VIL;2004;Non disponible;Non disponible
Assa;Villa;VIL;2005;Non disponible;Non disponible
Assa;Villa;VIL;2006;Non disponible;Non disponible
Assa;Villa;VIL;2007;Non disponible;Non disponible
Assa;Villa;VIL;2008;Non disponible;Non disponible
Assa;Villa;VIL;2009;Non disponible;Non disponible
Assa;Villa;VIL;2010;Non disponible;Non disponible
Assa;Villa;VIL;2011;Non disponible;Non disponible
Assa;Villa;VIL;2012;Non disponible;Non disponible
Assa;Villa;VIL;2013;Non disponible;Non disponible
Assa;Villa;VIL;2014;Non disponible;Non disponible
Assa;Villa;VIL;2015;Non disponible;Non disponible
Assa;Villa;VIL;2016;Non disponible;Non disponible
Assa;Villa;VIL;2017;Non disponible;Non disponible
Assa;Villa;VIL;2018;Non disponible;Non disponible
Assa;Villa;VIL;2019;Non disponible;Non disponible
Assa;Villa;VIL;2020;Non disponible;Non disponible
Assa;Villa;VIL;2021;Non disponible;Non disponible
Assa;Villa;VIL;2022;Non disponible;Non disponible
Guelmim;Appartement standing;APS;2001;1963;100
Guelmim;Appartement standing;APS;2002;1950;99
Guelmim;Appartement standing;APS;2003;1905;98
Guelmim;Appartement standing;APS;2004;1844;95
Guelmim;Appartement standing;APS;2005;1858;95
Guelmim;Appartement standing;APS;2006;1872;96
Guelmim;Appartement standing;APS;2007;1843;95
Guelmim;Appartement standing;APS;2008;1827;94
Guelmim;Appartement standing;APS;2009;1813;94
Guelmim;Appartement standing;APS;2010;1863;96
Guelmim;Appartement standing;APS;2011;1859;97
Guelmim;Appartement standing;APS;2012;1881;98
Guelmim;Appartement standing;APS;2013;1906;99
Guelmim;Appartement standing;APS;2014;1932;101
Guelmim;Appartement standing;APS;2015;1964;105
Guelmim;Appartement standing;APS;2016;1992;106
Guelmim;Appartement standing;APS;2017;2002;107
Guelmim;Appartement standing;APS;2018;2048;109
Guelmim;Appartement standing;APS;2019;2088;112
Guelmim;Appartement standing;APS;2020;2006;107
Guelmim;Appartement standing;APS;2021;2046;110
Guelmim;Appartement standing;APS;2022;2103;113
Guelmim;Appartement standing;GT;2001;2576;100
Guelmim;Appartement standing;GT;2002;2557;99
Guelmim;Appartement standing;GT;2003;2451;95
Guelmim;Appartement standing;GT;2004;2374;92
Guelmim;Appartement standing;GT;2005;2305;89
Guelmim;Appartement standing;GT;2006;2261;88
Guelmim;Appartement standing;GT;2007;2282;89
Guelmim;Appartement standing;GT;2008;2287;89
Guelmim;Appartement standing;GT;2009;2252;87
Guelmim;Appartement standing;GT;2010;2263;88
Guelmim;Appartement standing;GT;2011;2272;88
Guelmim;Appartement standing;GT;2012;2304;89
Guelmim;Appartement standing;GT;2013;2332;90
Guelmim;Appartement standing;GT;2014;2381;92
Guelmim;Appartement standing;GT;2015;2395;93
Guelmim;Appartement standing;GT;2016;2423;94
Guelmim;Appartement standing;GT;2017;2423;94
Guelmim;Appartement standing;GT;2018;2471;96
Guelmim;Appartement standing;GT;2019;2484;96
Guelmim;Appartement standing;GT;2020;2388;93
Guelmim;Appartement standing;GT;2021;2441;95
Guelmim;Appartement standing;GT;2022;2463;96
Guelmim;Appartement standing;MT;2001;2141;100
Guelmim;Appartement standing;MT;2002;2126;99
Guelmim;Appartement standing;MT;2003;2057;96
Guelmim;Appartement standing;MT;2004;1976;92
Guelmim;Appartement standing;MT;2005;2036;95
Guelmim;Appartement standing;MT;2006;2080;97
Guelmim;Appartement standing;MT;2007;2010;94
Guelmim;Appartement standing;MT;2008;1977;92
Guelmim;Appartement standing;MT;2009;1945;91
Guelmim;Appartement standing;MT;2010;2019;94
Guelmim;Appartement standing;MT;2011;2001;93
Guelmim;Appartement standing;MT;2012;2017;94
Guelmim;Appartement standing;MT;2013;2041;95
Guelmim;Appartement standing;MT;2014;2057;96
Guelmim;Appartement standing;MT;2015;2105;98
Guelmim;Appartement standing;MT;2016;2135;100
Guelmim;Appartement standing;MT;2017;2146;100
Guelmim;Appartement standing;MT;2018;2200;103
Guelmim;Appartement standing;MT;2019;2255;105
Guelmim;Appartement standing;MT;2020;2150;100
Guelmim;Appartement standing;MT;2021;2179;102
Guelmim;Appartement standing;MT;2022;2246;105
Guelmim;Appartement standing;PT;2001;1154;100
Guelmim;Appartement standing;PT;2002;1147;99
Guelmim;Appartement standing;PT;2003;1200;104
Guelmim;Appartement standing;PT;2004;1200;104
Guelmim;Appartement standing;PT;2005;1149;100
Guelmim;Appartement standing;PT;2006;1122;97
Guelmim;Appartement standing;PT;2007;1166;101
Guelmim;Appartement standing;PT;2008;1182;102
Guelmim;Appartement standing;PT;2009;1222;106
Guelmim;Appartement standing;PT;2010;1234;107
Guelmim;Appartement standing;PT;2011;1260;109
Guelmim;Appartement standing;PT;2012;1292;112
Guelmim;Appartement standing;PT;2013;1314;114
Guelmim;Appartement standing;PT;2014;1350;117
Guelmim;Appartement standing;PT;2015;1425;123
Guelmim;Appartement standing;PT;2016;1450;126
Guelmim;Appartement standing;PT;2017;1465;127
Guelmim;Appartement standing;PT;2018;1495;130
Guelmim;Appartement standing;PT;2019;1530;133
Guelmim;Appartement standing;PT;2020;1495;130
Guelmim;Appartement standing;PT;2021;1545;134
Guelmim;Appartement standing;PT;2022;1611;140
Guelmim;Appartement économique;APE;2001;987;100
Guelmim;Appartement économique;APE;2002;950;97
Guelmim;Appartement économique;APE;2003;995;102
Guelmim;Appartement économique;APE;2004;1052;108
Guelmim;Appartement économique;APE;2005;1071;110
Guelmim;Appartement économique;APE;2006;1081;111
Guelmim;Appartement économique;APE;2007;1022;105
Guelmim;Appartement économique;APE;2008;1078;111
Guelmim;Appartement économique;APE;2009;1147;118
Guelmim;Appartement économique;APE;2010;1223;125
Guelmim;Appartement économique;APE;2011;1231;126
Guelmim;Appartement économique;APE;2012;1248;128
Guelmim;Appartement économique;APE;2013;1257;129
Guelmim;Appartement économique;APE;2014;1289;133
Guelmim;Appartement économique;APE;2015;1314;138
Guelmim;Appartement économique;APE;2016;1328;140
Guelmim;Appartement économique;APE;2017;1349;143
Guelmim;Appartement économique;APE;2018;1366;145
Guelmim;Appartement économique;APE;2019;1403;149
Guelmim;Appartement économique;APE;2020;1396;148
Guelmim;Appartement économique;APE;2021;1408;149
Guelmim;Appartement économique;APE;2022;1422;151
Guelmim;Appartement économique;GT;2001;1400;100
Guelmim;Appartement économique;GT;2002;1375;98
Guelmim;Appartement économique;GT;2003;1350;96
Guelmim;Appartement économique;GT;2004;1350;96
Guelmim;Appartement économique;GT;2005;1350;96
Guelmim;Appartement économique;GT;2006;1350;96
Guelmim;Appartement économique;GT;2007;1305;93
Guelmim;Appartement économique;GT;2008;1368;98
Guelmim;Appartement économique;GT;2009;1446;103
Guelmim;Appartement économique;GT;2010;1482;106
Guelmim;Appartement économique;GT;2011;1486;106
Guelmim;Appartement économique;GT;2012;1510;108
Guelmim;Appartement économique;GT;2013;1515;108
Guelmim;Appartement économique;GT;2014;1625;116
Guelmim;Appartement économique;GT;2015;1640;117
Guelmim;Appartement économique;GT;2016;1655;118
Guelmim;Appartement économique;GT;2017;1655;118
Guelmim;Appartement économique;GT;2018;1670;119
Guelmim;Appartement économique;GT;2019;1690;121
Guelmim;Appartement économique;GT;2020;1664;119
Guelmim;Appartement économique;GT;2021;1679;120
Guelmim;Appartement économique;GT;2022;1705;122
Guelmim;Appartement économique;MT;2001;1003;100
Guelmim;Appartement économique;MT;2002;950;95
Guelmim;Appartement économique;MT;2003;1004;100
Guelmim;Appartement économique;MT;2004;1071;107
Guelmim;Appartement économique;MT;2005;1090;109
Guelmim;Appartement économique;MT;2006;1100;110
Guelmim;Appartement économique;MT;2007;1037;103
Guelmim;Appartement économique;MT;2008;1096;109
Guelmim;Appartement économique;MT;2009;1170;117
Guelmim;Appartement économique;MT;2010;1265;126
Guelmim;Appartement économique;MT;2011;1276;127
Guelmim;Appartement économique;MT;2012;1290;129
Guelmim;Appartement économique;MT;2013;1298;129
Guelmim;Appartement économique;MT;2014;1310;131
Guelmim;Appartement économique;MT;2015;1350;135
Guelmim;Appartement économique;MT;2016;1370;137
Guelmim;Appartement économique;MT;2017;1385;138
Guelmim;Appartement économique;MT;2018;1400;140
Guelmim;Appartement économique;MT;2019;1435;143
Guelmim;Appartement économique;MT;2020;1445;144
Guelmim;Appartement économique;MT;2021;1457;145
Guelmim;Appartement économique;MT;2022;1468;146
Guelmim;Appartement économique;PT;2001;617;100
Guelmim;Appartement économique;PT;2002;649;105
Guelmim;Appartement économique;PT;2003;701;114
Guelmim;Appartement économique;PT;2004;750;122
Guelmim;Appartement économique;PT;2005;779;126
Guelmim;Appartement économique;PT;2006;800;130
Guelmim;Appartement économique;PT;2007;751;122
Guelmim;Appartement économique;PT;2008;786;127
Guelmim;Appartement économique;PT;2009;822;133
Guelmim;Appartement économique;PT;2010;838;136
Guelmim;Appartement économique;PT;2011;836;135
Guelmim;Appartement économique;PT;2012;859;139
Guelmim;Appartement économique;PT;2013;876;142
Guelmim;Appartement économique;PT;2014;950;154
Guelmim;Appartement économique;PT;2015;1000;162
Guelmim;Appartement économique;PT;2016;1000;162
Guelmim;Appartement économique;PT;2017;1050;170
Guelmim;Appartement économique;PT;2018;1075;174
Guelmim;Appartement économique;PT;2019;1125;182
Guelmim;Appartement économique;PT;2020;1092;177
Guelmim;Appartement économique;PT;2021;1102;179
Guelmim;Appartement économique;PT;2022;1115;181
Guelmim;Maison sur lot économique;GT;2001;1100;100
Guelmim;Maison sur lot économique;GT;2002;1175;107
Guelmim;Maison sur lot économique;GT;2003;1088;99
Guelmim;Maison sur lot économique;GT;2004;1008;92
Guelmim;Maison sur lot économique;GT;2005;1000;91
Guelmim;Maison sur lot économique;GT;2006;1010;92
Guelmim;Maison sur lot économique;GT;2007;1019;93
Guelmim;Maison sur lot économique;GT;2008;1068;97
Guelmim;Maison sur lot économique;GT;2009;1119;102
Guelmim;Maison sur lot économique;GT;2010;1171;106
Guelmim;Maison sur lot économique;GT;2011;1200;109
Guelmim;Maison sur lot économique;GT;2012;1218;111
Guelmim;Maison sur lot économique;GT;2013;1288;117
Guelmim;Maison sur lot économique;GT;2014;1410;128
Guelmim;Maison sur lot économique;GT;2015;1430;130
