Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Béni Mellal Khénifra;Maison sur lot économique;MLE;2005;1187;104
Béni Mellal Khénifra;Maison sur lot économique;MLE;2006;1171;103
Béni Mellal Khénifra;Maison sur lot économique;MLE;2007;1179;104
Béni Mellal Khénifra;Maison sur lot économique;MLE;2008;1199;106
Béni Mellal Khénifra;Maison sur lot économique;MLE;2009;1220;108
Béni Mellal Khénifra;Maison sur lot économique;MLE;2010;1235;109
Béni Mellal Khénifra;Maison sur lot économique;MLE;2011;1254;111
Béni Mellal Khénifra;Maison sur lot économique;MLE;2012;1273;112
Béni Mellal Khénifra;Maison sur lot économique;MLE;2013;1294;114
Béni Mellal Khénifra;Maison sur lot économique;MLE;2014;1314;116
Béni Mellal Khénifra;Maison sur lot économique;MLE;2015;1302;120
Béni Mellal Khénifra;Maison sur lot économique;MLE;2016;1344;124
Béni Mellal Khénifra;Maison sur lot économique;MLE;2017;1385;128
Béni Mellal Khénifra;Maison sur lot économique;MLE;2018;1433;132
Béni Mellal Khénifra;Maison sur lot économique;MLE;2019;1501;138
Béni Mellal Khénifra;Maison sur lot économique;MT;2001;1151;100
Béni Mellal Khénifra;Maison sur lot économique;MT;2002;1172;102
Béni Mellal Khénifra;Maison sur lot économique;MT;2003;1206;105
Béni Mellal Khénifra;Maison sur lot économique;MT;2004;1222;106
Béni Mellal Khénifra;Maison sur lot économique;MT;2005;1186;103
Béni Mellal Khénifra;Maison sur lot économique;MT;2006;1150;100
Béni Mellal Khénifra;Maison sur lot économique;MT;2007;1151;100
Béni Mellal Khénifra;Maison sur lot économique;MT;2008;1170;101
Béni Mellal Khénifra;Maison sur lot économique;MT;2009;1192;103
Béni Mellal Khénifra;Maison sur lot économique;MT;2010;1205;104
Béni Mellal Khénifra;Maison sur lot économique;MT;2011;1226;106
Béni Mellal Khénifra;Maison sur lot économique;MT;2012;1247;108
Béni Mellal Khénifra;Maison sur lot économique;MT;2013;1269;110
Béni Mellal Khénifra;Maison sur lot économique;MT;2014;1291;112
Béni Mellal Khénifra;Maison sur lot économique;MT;2015;1316;114
Béni Mellal Khénifra;Maison sur lot économique;MT;2016;1368;118
Béni Mellal Khénifra;Maison sur lot économique;MT;2017;1419;123
Béni Mellal Khénifra;Maison sur lot économique;MT;2018;1473;127
Béni Mellal Khénifra;Maison sur lot économique;MT;2019;1548;134
Béni Mellal Khénifra;Maison sur lot économique;PT;2001;810;100
Béni Mellal Khénifra;Maison sur lot économique;PT;2002;837;103
Béni Mellal Khénifra;Maison sur lot économique;PT;2003;866;107
Béni Mellal Khénifra;Maison sur lot économique;PT;2004;843;104
Béni Mellal Khénifra;Maison sur lot économique;PT;2005;850;105
Béni Mellal Khénifra;Maison sur lot économique;PT;2006;872;108
Béni Mellal Khénifra;Maison sur lot économique;PT;2007;897;111
Béni Mellal Khénifra;Maison sur lot économique;PT;2008;930;115
Béni Mellal Khénifra;Maison sur lot économique;PT;2009;930;115
Béni Mellal Khénifra;Maison sur lot économique;PT;2010;954;118
Béni Mellal Khénifra;Maison sur lot économique;PT;2011;980;121
Béni Mellal Khénifra;Maison sur lot économique;PT;2012;1006;124
Béni Mellal Khénifra;Maison sur lot économique;PT;2013;1033;128
Béni Mellal Khénifra;Maison sur lot économique;PT;2014;1060;131
Béni Mellal Khénifra;Maison sur lot économique;PT;2015;1092;135
Béni Mellal Khénifra;Maison sur lot économique;PT;2016;1116;138
Béni Mellal Khénifra;Maison sur lot économique;PT;2017;1140;141
Béni Mellal Khénifra;Maison sur lot économique;PT;2018;1179;146
Béni Mellal Khénifra;Maison sur lot économique;PT;2019;1213;150
Béni Mellal Khénifra;Total région;MLE;2001;1110;100
Béni Mellal Khénifra;Total région;MLE;2002;1134;102
Béni Mellal Khénifra;Total région;MLE;2003;1164;105
Béni Mellal Khénifra;Total région;MLE;2004;1183;107
Béni Mellal Khénifra;Total région;MLE;2005;1175;106
Béni Mellal Khénifra;Total région;MLE;2006;1167;106
Béni Mellal Khénifra;Total région;MLE;2007;1188;108
Béni Mellal Khénifra;Total région;MLE;2008;1213;110
Béni Mellal Khénifra;Total région;MLE;2009;1243;113
Béni Mellal Khénifra;Total région;MLE;2010;1259;114
Béni Mellal Khénifra;Total région;MLE;2011;1274;116
Béni Mellal Khénifra;Total région;MLE;2012;1291;117
Béni Mellal Khénifra;Total région;MLE;2013;1309;119
Béni Mellal Khénifra;Total région;MLE;2014;1327;120
Béni Mellal Khénifra;Total région;MLE;2015;1373;123
Béni Mellal Khénifra;Total région;MLE;2016;1415;126
Béni Mellal Khénifra;Total région;MLE;2017;1452;130
Béni Mellal Khénifra;Total région;MLE;2018;1499;134
Béni Mellal Khénifra;Total région;MLE;2019;1563;140
Béni Mellal Khénifra;Villa;GT;2001;3495;100
Béni Mellal Khénifra;Villa;GT;2002;3694;106
Béni Mellal Khénifra;Villa;GT;2003;3886;111
Béni Mellal Khénifra;Villa;GT;2004;4101;117
Béni Mellal Khénifra;Villa;GT;2005;4273;122
Béni Mellal Khénifra;Villa;GT;2006;4317;123
Béni Mellal Khénifra;Villa;GT;2007;4489;128
Béni Mellal Khénifra;Villa;GT;2008;4717;135
Béni Mellal Khénifra;Villa;GT;2009;4719;135
Béni Mellal Khénifra;Villa;GT;2010;4785;137
Béni Mellal Khénifra;Villa;GT;2011;4786;137
Béni Mellal Khénifra;Villa;GT;2012;4787;137
Béni Mellal Khénifra;Villa;GT;2013;4789;137
Béni Mellal Khénifra;Villa;GT;2014;4790;137
Béni Mellal Khénifra;Villa;GT;2015;4799;137
Béni Mellal Khénifra;Villa;GT;2016;4840;138
Béni Mellal Khénifra;Villa;GT;2017;4876;139
Béni Mellal Khénifra;Villa;GT;2018;4970;142
Béni Mellal Khénifra;Villa;GT;2019;5007;143
Béni Mellal Khénifra;Villa;MT;2001;2235;100
Béni Mellal Khénifra;Villa;MT;2002;2361;106
Béni Mellal Khénifra;Villa;MT;2003;2400;107
Béni Mellal Khénifra;Villa;MT;2004;2457;110
Béni Mellal Khénifra;Villa;MT;2005;2479;111
Béni Mellal Khénifra;Villa;MT;2006;2503;112
Béni Mellal Khénifra;Villa;MT;2007;2528;113
Béni Mellal Khénifra;Villa;MT;2008;2588;116
Béni Mellal Khénifra;Villa;MT;2009;2632;118
Béni Mellal Khénifra;Villa;MT;2010;2696;121
Béni Mellal Khénifra;Villa;MT;2011;2722;122
Béni Mellal Khénifra;Villa;MT;2012;2749;123
Béni Mellal Khénifra;Villa;MT;2013;2776;124
Béni Mellal Khénifra;Villa;MT;2014;2896;130
Béni Mellal Khénifra;Villa;MT;2015;3058;137
Béni Mellal Khénifra;Villa;MT;2016;3130;140
Béni Mellal Khénifra;Villa;MT;2017;3145;141
Béni Mellal Khénifra;Villa;MT;2018;3219;144
Béni Mellal Khénifra;Villa;MT;2019;3279;147
Béni Mellal Khénifra;Villa;PT;2001;1658;100
Béni Mellal Khénifra;Villa;PT;2002;1739;105
Béni Mellal Khénifra;Villa;PT;2003;1840;111
Béni Mellal Khénifra;Villa;PT;2004;1938;117
Béni Mellal Khénifra;Villa;PT;2005;1973;119
Béni Mellal Khénifra;Villa;PT;2006;1980;120
Béni Mellal Khénifra;Villa;PT;2007;1994;121
Béni Mellal Khénifra;Villa;PT;2008;2072;125
Béni Mellal Khénifra;Villa;PT;2009;2122;128
Béni Mellal Khénifra;Villa;PT;2010;2228;135
Béni Mellal Khénifra;Villa;PT;2011;2305;139
Béni Mellal Khénifra;Villa;PT;2012;2270;137
Béni Mellal Khénifra;Villa;PT;2013;2291;138
Béni Mellal Khénifra;Villa;PT;2014;2312;140
Béni Mellal Khénifra;Villa;PT;2015;2373;144
Béni Mellal Khénifra;Villa;PT;2016;2427;147
Béni Mellal Khénifra;Villa;PT;2017;2403;146
Béni Mellal Khénifra;Villa;PT;2018;2482;151
Béni Mellal Khénifra;Villa;PT;2019;2531;153
Béni Mellal Khénifra;Villa;VIL;2001;2356;100
Béni Mellal Khénifra;Villa;VIL;2002;2486;105
Béni Mellal Khénifra;Villa;VIL;2003;2579;109
Béni Mellal Khénifra;Villa;VIL;2004;2686;114
Béni Mellal Khénifra;Villa;VIL;2005;2746;116
Béni Mellal Khénifra;Villa;VIL;2006;2770;117
Béni Mellal Khénifra;Villa;VIL;2007;2827;119
Béni Mellal Khénifra;Villa;VIL;2008;2932;123
Béni Mellal Khénifra;Villa;VIL;2009;2967;125
Béni Mellal Khénifra;Villa;VIL;2010;3044;129
Béni Mellal Khénifra;Villa;VIL;2011;3077;131
Béni Mellal Khénifra;Villa;VIL;2012;3080;131
Béni Mellal Khénifra;Villa;VIL;2013;3098;131
Béni Mellal Khénifra;Villa;VIL;2014;3159;134
Béni Mellal Khénifra;Villa;VIL;2015;3043;139
Béni Mellal Khénifra;Villa;VIL;2016;3107;142
Béni Mellal Khénifra;Villa;VIL;2017;3115;142
Béni Mellal Khénifra;Villa;VIL;2018;3195;146
Béni Mellal Khénifra;Villa;VIL;2019;3249;149
Casablanca Settat;Appartement standing;APS;2001;4766;100
Casablanca Settat;Appartement standing;APS;2002;4925;103
Casablanca Settat;Appartement standing;APS;2003;4986;105
Casablanca Settat;Appartement standing;APS;2004;5089;107
Casablanca Settat;Appartement standing;APS;2005;5007;110
Casablanca Settat;Appartement standing;APS;2006;5189;114
Casablanca Settat;Appartement standing;APS;2007;5397;119
Casablanca Settat;Appartement standing;APS;2008;5724;126
Casablanca Settat;Appartement standing;APS;2009;5874;129
Casablanca Settat;Appartement standing;APS;2010;5934;131
Casablanca Settat;Appartement standing;APS;2011;6023;134
Casablanca Settat;Appartement standing;APS;2012;6007;134
Casablanca Settat;Appartement standing;APS;2013;6026;135
Casablanca Settat;Appartement standing;APS;2014;6081;136
Casablanca Settat;Appartement standing;APS;2015;6097;143
Casablanca Settat;Appartement standing;APS;2016;6174;145
Casablanca Settat;Appartement standing;APS;2017;6240;147
Casablanca Settat;Appartement standing;APS;2018;6264;148
Casablanca Settat;Appartement standing;APS;2019;6347;150
Casablanca Settat;Appartement standing;GT;2001;6521;100
Casablanca Settat;Appartement standing;GT;2002;7171;109
Casablanca Settat;Appartement standing;GT;2003;7483;114
Casablanca Settat;Appartement standing;GT;2004;7775;118
Casablanca Settat;Appartement standing;GT;2005;7573;121
Casablanca Settat;Appartement standing;GT;2006;8079;128
Casablanca Settat;Appartement standing;GT;2007;8414;134
Casablanca Settat;Appartement standing;GT;2008;9023;143
Casablanca Settat;Appartement standing;GT;2009;9242;147
Casablanca Settat;Appartement standing;GT;2010;9158;147
Casablanca Settat;Appartement standing;GT;2011;9312;150
Casablanca Settat;Appartement standing;GT;2012;9088;147
Casablanca Settat;Appartement standing;GT;2013;8997;146
Casablanca Settat;Appartement standing;GT;2014;9034;147
Casablanca Settat;Appartement standing;GT;2015;8828;149
Casablanca Settat;Appartement standing;GT;2016;8880;150
Casablanca Settat;Appartement standing;GT;2017;8949;151
Casablanca Settat;Appartement standing;GT;2018;9006;153
Casablanca Settat;Appartement standing;GT;2019;9109;155
Casablanca Settat;Appartement standing;MT;2001;4708;100
Casablanca Settat;Appartement standing;MT;2002;4776;102
Casablanca Settat;Appartement standing;MT;2003;4792;102
Casablanca Settat;Appartement standing;MT;2004;4869;104
Casablanca Settat;Appartement standing;MT;2005;4787;106
Casablanca Settat;Appartement standing;MT;2006;4901;109
Casablanca Settat;Appartement standing;MT;2007;5070;113
Casablanca Settat;Appartement standing;MT;2008;5348;118
Casablanca Settat;Appartement standing;MT;2009;5493;122
Casablanca Settat;Appartement standing;MT;2010;5584;125
Casablanca Settat;Appartement standing;MT;2011;5669;127
Casablanca Settat;Appartement standing;MT;2012;5683;128
Casablanca Settat;Appartement standing;MT;2013;5720;128
Casablanca Settat;Appartement standing;MT;2014;5776;130
Casablanca Settat;Appartement standing;MT;2015;5697;133
Casablanca Settat;Appartement standing;MT;2016;5777;134
Casablanca Settat;Appartement standing;MT;2017;5844;136
Casablanca Settat;Appartement standing;MT;2018;5867;137
Casablanca Settat;Appartement standing;MT;2019;5950;139
Casablanca Settat;Appartement standing;PT;2001;2823;100
Casablanca Settat;Appartement standing;PT;2002;3118;110
Casablanca Settat;Appartement standing;PT;2003;3177;112
Casablanca Settat;Appartement standing;PT;2004;3241;114
Casablanca Settat;Appartement standing;PT;2005;3291;119
Casablanca Settat;Appartement standing;PT;2006;3537;128
Casablanca Settat;Appartement standing;PT;2007;3849;138
Casablanca Settat;Appartement standing;PT;2008;4138;148
Casablanca Settat;Appartement standing;PT;2009;4229;152
Casablanca Settat;Appartement standing;PT;2010;4259;154
Casablanca Settat;Appartement standing;PT;2011;4329;156
Casablanca Settat;Appartement standing;PT;2012;4351;158
Casablanca Settat;Appartement standing;PT;2013;4388;159
Casablanca Settat;Appartement standing;PT;2014;4462;161
Casablanca Settat;Appartement standing;PT;2015;4444;164
Casablanca Settat;Appartement standing;PT;2016;4536;168
Casablanca Settat;Appartement standing;PT;2017;4597;170
Casablanca Settat;Appartement standing;PT;2018;4594;171
Casablanca Settat;Appartement standing;PT;2019;4666;173
Casablanca Settat;Appartement économique;APE;2001;1819;100
Casablanca Settat;Appartement économique;APE;2002;1873;103
Casablanca Settat;Appartement économique;APE;2003;1863;103
Casablanca Settat;Appartement économique;APE;2004;1903;105
Casablanca Settat;Appartement économique;APE;2005;1974;111
Casablanca Settat;Appartement économique;APE;2006;2025;114
Casablanca Settat;Appartement économique;APE;2007;2082;117
Casablanca Settat;Appartement économique;APE;2008;2197;123
Casablanca Settat;Appartement économique;APE;2009;2282;128
Casablanca Settat;Appartement économique;APE;2010;2413;136
Casablanca Settat;Appartement économique;APE;2011;2513;142
Casablanca Settat;Appartement économique;APE;2012;2612;148
Casablanca Settat;Appartement économique;APE;2013;2667;151
Casablanca Settat;Appartement économique;APE;2014;2714;154
Casablanca Settat;Appartement économique;APE;2015;2721;156
Casablanca Settat;Appartement économique;APE;2016;2741;158
Casablanca Settat;Appartement économique;APE;2017;2786;160
Casablanca Settat;Appartement économique;APE;2018;2822;163
Casablanca Settat;Appartement économique;APE;2019;2869;166
Casablanca Settat;Appartement économique;GT;2001;2573;100
Casablanca Settat;Appartement économique;GT;2002;2718;106
Casablanca Settat;Appartement économique;GT;2003;2743;107
Casablanca Settat;Appartement économique;GT;2004;2739;107
Casablanca Settat;Appartement économique;GT;2005;2807;111
Casablanca Settat;Appartement économique;GT;2006;2980;118
Casablanca Settat;Appartement économique;GT;2007;3205;127
Casablanca Settat;Appartement économique;GT;2008;3250;129
Casablanca Settat;Appartement économique;GT;2009;3328;132
Casablanca Settat;Appartement économique;GT;2010;3416;136
Casablanca Settat;Appartement économique;GT;2011;3525;140
Casablanca Settat;Appartement économique;GT;2012;3594;143
Casablanca Settat;Appartement économique;GT;2013;3618;144
Casablanca Settat;Appartement économique;GT;2014;3623;144
Casablanca Settat;Appartement économique;GT;2015;3618;146
Casablanca Settat;Appartement économique;GT;2016;3644;147
Casablanca Settat;Appartement économique;GT;2017;3679;149
Casablanca Settat;Appartement économique;GT;2018;3715;151
Casablanca Settat;Appartement économique;GT;2019;3774;153
Casablanca Settat;Appartement économique;MT;2001;1844;100
Casablanca Settat;Appartement économique;MT;2002;1891;103
Casablanca Settat;Appartement économique;MT;2003;1857;101
Casablanca Settat;Appartement économique;MT;2004;1905;104
Casablanca Settat;Appartement économique;MT;2005;1996;110
Casablanca Settat;Appartement économique;MT;2006;2016;112
Casablanca Settat;Appartement économique;MT;2007;2038;113
Casablanca Settat;Appartement économique;MT;2008;2190;121
Casablanca Settat;Appartement économique;MT;2009;2286;127
Casablanca Settat;Appartement économique;MT;2010;2447;135
Casablanca Settat;Appartement économique;MT;2011;2544;141
Casablanca Settat;Appartement économique;MT;2012;2656;147
Casablanca Settat;Appartement économique;MT;2013;2725;151
Casablanca Settat;Appartement économique;MT;2014;2782;154
Casablanca Settat;Appartement économique;MT;2015;2777;156
Casablanca Settat;Appartement économique;MT;2016;2798;157
Casablanca Settat;Appartement économique;MT;2017;2849;160
Casablanca Settat;Appartement économique;MT;2018;2886;163
Casablanca Settat;Appartement économique;MT;2019;2934;165
Casablanca Settat;Appartement économique;PT;2001;1281;100
Casablanca Settat;Appartement économique;PT;2002;1298;102
Casablanca Settat;Appartement économique;PT;2003;1322;104
Casablanca Settat;Appartement économique;PT;2004;1370;108
Casablanca Settat;Appartement économique;PT;2005;1394;112
Casablanca Settat;Appartement économique;PT;2006;1449;116
Casablanca Settat;Appartement économique;PT;2007;1488;120
