Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Errachidia;Total ville;MLE;2008;1110;106
Errachidia;Total ville;MLE;2009;1119;107
Errachidia;Total ville;MLE;2010;1128;107
Errachidia;Total ville;MLE;2011;1137;108
Errachidia;Total ville;MLE;2012;1147;109
Errachidia;Total ville;MLE;2013;1174;112
Errachidia;Total ville;MLE;2014;1204;115
Errachidia;Total ville;MLE;2015;1120;116
Errachidia;Total ville;MLE;2016;1140;118
Errachidia;Total ville;MLE;2017;1178;122
Errachidia;Total ville;MLE;2018;1212;126
Errachidia;Total ville;MLE;2019;1262;131
Errachidia;Total ville;MLE;2020;1207;125
Errachidia;Total ville;MLE;2021;1245;129
Errachidia;Total ville;MLE;2022;1273;132
Errachidia;Villa;GT;2001;3405;100
Errachidia;Villa;GT;2002;3481;102
Errachidia;Villa;GT;2003;3595;106
Errachidia;Villa;GT;2004;3710;109
Errachidia;Villa;GT;2005;3827;112
Errachidia;Villa;GT;2006;3945;116
Errachidia;Villa;GT;2007;4064;119
Errachidia;Villa;GT;2008;4185;123
Errachidia;Villa;GT;2009;4308;127
Errachidia;Villa;GT;2010;4432;130
Errachidia;Villa;GT;2011;4558;134
Errachidia;Villa;GT;2012;4685;138
Errachidia;Villa;GT;2013;4844;142
Errachidia;Villa;GT;2014;5007;147
Errachidia;Villa;GT;2015;5173;152
Errachidia;Villa;GT;2016;5343;157
Errachidia;Villa;GT;2017;5528;162
Errachidia;Villa;GT;2018;5670;167
Errachidia;Villa;GT;2019;5850;172
Errachidia;Villa;GT;2020;5509;162
Errachidia;Villa;GT;2021;5636;165
Errachidia;Villa;GT;2022;5695;167
Errachidia;Villa;MT;2001;3042;100
Errachidia;Villa;MT;2002;3086;101
Errachidia;Villa;MT;2003;3134;103
Errachidia;Villa;MT;2004;3151;104
Errachidia;Villa;MT;2005;3199;105
Errachidia;Villa;MT;2006;3216;106
Errachidia;Villa;MT;2007;3265;107
Errachidia;Villa;MT;2008;3314;109
Errachidia;Villa;MT;2009;3363;111
Errachidia;Villa;MT;2010;3413;112
Errachidia;Villa;MT;2011;3464;114
Errachidia;Villa;MT;2012;3515;116
Errachidia;Villa;MT;2013;3614;119
Errachidia;Villa;MT;2014;3716;122
Errachidia;Villa;MT;2015;3821;126
Errachidia;Villa;MT;2016;3900;128
Errachidia;Villa;MT;2017;4025;132
Errachidia;Villa;MT;2018;4138;136
Errachidia;Villa;MT;2019;4275;141
Errachidia;Villa;MT;2020;4042;133
Errachidia;Villa;MT;2021;4129;136
Errachidia;Villa;MT;2022;4176;137
Errachidia;Villa;PT;2001;2482;100
Errachidia;Villa;PT;2002;2504;101
Errachidia;Villa;PT;2003;2502;101
Errachidia;Villa;PT;2004;2499;101
Errachidia;Villa;PT;2005;2497;101
Errachidia;Villa;PT;2006;2494;101
Errachidia;Villa;PT;2007;2492;100
Errachidia;Villa;PT;2008;2489;100
Errachidia;Villa;PT;2009;2486;100
Errachidia;Villa;PT;2010;2483;100
Errachidia;Villa;PT;2011;2480;100
Errachidia;Villa;PT;2012;2477;100
Errachidia;Villa;PT;2013;2495;101
Errachidia;Villa;PT;2014;2559;103
Errachidia;Villa;PT;2015;2625;106
Errachidia;Villa;PT;2016;2641;106
Errachidia;Villa;PT;2017;2751;111
Errachidia;Villa;PT;2018;2855;115
Errachidia;Villa;PT;2019;2945;119
Errachidia;Villa;PT;2020;2752;111
Errachidia;Villa;PT;2021;2818;114
Errachidia;Villa;PT;2022;2872;116
Errachidia;Villa;VIL;2001;3099;100
Errachidia;Villa;VIL;2002;3153;102
Errachidia;Villa;VIL;2003;3219;104
Errachidia;Villa;VIL;2004;3273;105
Errachidia;Villa;VIL;2005;3341;107
Errachidia;Villa;VIL;2006;3396;109
Errachidia;Villa;VIL;2007;3465;111
Errachidia;Villa;VIL;2008;3535;113
Errachidia;Villa;VIL;2009;3606;115
Errachidia;Villa;VIL;2010;3677;118
Errachidia;Villa;VIL;2011;3750;120
Errachidia;Villa;VIL;2012;3823;122
Errachidia;Villa;VIL;2013;3934;125
Errachidia;Villa;VIL;2014;4054;129
Errachidia;Villa;VIL;2015;3766;125
Errachidia;Villa;VIL;2016;3846;128
Errachidia;Villa;VIL;2017;3979;132
Errachidia;Villa;VIL;2018;4095;136
Errachidia;Villa;VIL;2019;4228;141
Errachidia;Villa;VIL;2020;3985;133
Errachidia;Villa;VIL;2021;4074;136
Errachidia;Villa;VIL;2022;4125;137
Midelt;Appartement standing;APS;2001;1209;100
Midelt;Appartement standing;APS;2002;1233;102
Midelt;Appartement standing;APS;2003;1244;103
Midelt;Appartement standing;APS;2004;1256;104
Midelt;Appartement standing;APS;2005;1267;105
Midelt;Appartement standing;APS;2006;1279;106
Midelt;Appartement standing;APS;2007;1290;107
Midelt;Appartement standing;APS;2008;1302;108
Midelt;Appartement standing;APS;2009;1324;109
Midelt;Appartement standing;APS;2010;1347;111
Midelt;Appartement standing;APS;2011;1370;113
Midelt;Appartement standing;APS;2012;1393;115
Midelt;Appartement standing;APS;2013;1430;118
Midelt;Appartement standing;APS;2014;1469;121
Midelt;Appartement standing;APS;2015;1491;125
Midelt;Appartement standing;APS;2016;1521;127
Midelt;Appartement standing;APS;2017;1565;131
Midelt;Appartement standing;APS;2018;1606;134
Midelt;Appartement standing;APS;2019;1637;137
Midelt;Appartement standing;APS;2020;1600;133
Midelt;Appartement standing;APS;2021;1628;136
Midelt;Appartement standing;APS;2022;1660;138
Midelt;Appartement standing;GT;2001;1464;100
Midelt;Appartement standing;GT;2002;1477;101
Midelt;Appartement standing;GT;2003;1499;102
Midelt;Appartement standing;GT;2004;1522;104
Midelt;Appartement standing;GT;2005;1544;105
Midelt;Appartement standing;GT;2006;1567;107
Midelt;Appartement standing;GT;2007;1589;109
Midelt;Appartement standing;GT;2008;1612;110
Midelt;Appartement standing;GT;2009;1635;112
Midelt;Appartement standing;GT;2010;1657;113
Midelt;Appartement standing;GT;2011;1680;115
Midelt;Appartement standing;GT;2012;1703;116
Midelt;Appartement standing;GT;2013;1736;119
Midelt;Appartement standing;GT;2014;1769;121
Midelt;Appartement standing;GT;2015;1803;123
Midelt;Appartement standing;GT;2016;1852;126
Midelt;Appartement standing;GT;2017;1885;129
Midelt;Appartement standing;GT;2018;1942;133
Midelt;Appartement standing;GT;2019;2006;137
Midelt;Appartement standing;GT;2020;1985;136
Midelt;Appartement standing;GT;2021;2045;140
Midelt;Appartement standing;GT;2022;2092;143
Midelt;Appartement standing;MT;2001;1192;100
Midelt;Appartement standing;MT;2002;1219;102
Midelt;Appartement standing;MT;2003;1230;103
Midelt;Appartement standing;MT;2004;1240;104
Midelt;Appartement standing;MT;2005;1250;105
Midelt;Appartement standing;MT;2006;1261;106
Midelt;Appartement standing;MT;2007;1271;107
Midelt;Appartement standing;MT;2008;1282;108
Midelt;Appartement standing;MT;2009;1305;110
Midelt;Appartement standing;MT;2010;1329;112
Midelt;Appartement standing;MT;2011;1353;114
Midelt;Appartement standing;MT;2012;1378;116
Midelt;Appartement standing;MT;2013;1420;119
Midelt;Appartement standing;MT;2014;1463;123
Midelt;Appartement standing;MT;2015;1507;126
Midelt;Appartement standing;MT;2016;1531;129
Midelt;Appartement standing;MT;2017;1580;133
Midelt;Appartement standing;MT;2018;1621;136
Midelt;Appartement standing;MT;2019;1646;138
Midelt;Appartement standing;MT;2020;1610;135
Midelt;Appartement standing;MT;2021;1634;137
Midelt;Appartement standing;MT;2022;1662;140
Midelt;Appartement standing;PT;2001;1012;100
Midelt;Appartement standing;PT;2002;1027;101
Midelt;Appartement standing;PT;2003;1032;102
Midelt;Appartement standing;PT;2004;1037;103
Midelt;Appartement standing;PT;2005;1043;103
Midelt;Appartement standing;PT;2006;1048;104
Midelt;Appartement standing;PT;2007;1053;104
Midelt;Appartement standing;PT;2008;1058;105
Midelt;Appartement standing;PT;2009;1074;106
Midelt;Appartement standing;PT;2010;1090;108
Midelt;Appartement standing;PT;2011;1107;109
Midelt;Appartement standing;PT;2012;1123;111
Midelt;Appartement standing;PT;2013;1139;113
Midelt;Appartement standing;PT;2014;1157;114
Midelt;Appartement standing;PT;2015;1176;116
Midelt;Appartement standing;PT;2016;1214;120
Midelt;Appartement standing;PT;2017;1246;123
Midelt;Appartement standing;PT;2018;1271;126
Midelt;Appartement standing;PT;2019;1307;129
Midelt;Appartement standing;PT;2020;1256;124
Midelt;Appartement standing;PT;2021;1276;126
Midelt;Appartement standing;PT;2022;1309;129
Midelt;Appartement économique;APE;2001;798;100
Midelt;Appartement économique;APE;2002;811;102
Midelt;Appartement économique;APE;2003;815;102
Midelt;Appartement économique;APE;2004;820;103
Midelt;Appartement économique;APE;2005;825;104
Midelt;Appartement économique;APE;2006;829;104
Midelt;Appartement économique;APE;2007;834;105
Midelt;Appartement économique;APE;2008;839;105
Midelt;Appartement économique;APE;2009;843;106
Midelt;Appartement économique;APE;2010;848;107
Midelt;Appartement économique;APE;2011;853;107
Midelt;Appartement économique;APE;2012;857;108
Midelt;Appartement économique;APE;2013;885;111
Midelt;Appartement économique;APE;2014;913;115
Midelt;Appartement économique;APE;2015;919;122
Midelt;Appartement économique;APE;2016;964;128
Midelt;Appartement économique;APE;2017;1019;135
Midelt;Appartement économique;APE;2018;1060;141
Midelt;Appartement économique;APE;2019;1145;152
Midelt;Appartement économique;APE;2020;1107;146
Midelt;Appartement économique;APE;2021;1138;151
Midelt;Appartement économique;APE;2022;1175;155
Midelt;Appartement économique;GT;2001;912;100
Midelt;Appartement économique;GT;2002;919;101
Midelt;Appartement économique;GT;2003;924;101
Midelt;Appartement économique;GT;2004;929;102
Midelt;Appartement économique;GT;2005;934;102
Midelt;Appartement économique;GT;2006;940;103
Midelt;Appartement économique;GT;2007;945;104
Midelt;Appartement économique;GT;2008;950;104
Midelt;Appartement économique;GT;2009;956;105
Midelt;Appartement économique;GT;2010;961;105
Midelt;Appartement économique;GT;2011;966;106
Midelt;Appartement économique;GT;2012;972;107
Midelt;Appartement économique;GT;2013;982;108
Midelt;Appartement économique;GT;2014;992;109
Midelt;Appartement économique;GT;2015;1002;110
Midelt;Appartement économique;GT;2016;1050;115
Midelt;Appartement économique;GT;2017;1105;121
Midelt;Appartement économique;GT;2018;1150;126
Midelt;Appartement économique;GT;2019;1222;134
Midelt;Appartement économique;GT;2020;1217;133
Midelt;Appartement économique;GT;2021;1248;137
Midelt;Appartement économique;GT;2022;1284;141
Midelt;Appartement économique;MT;2001;783;100
Midelt;Appartement économique;MT;2002;801;102
Midelt;Appartement économique;MT;2003;805;103
Midelt;Appartement économique;MT;2004;808;103
Midelt;Appartement économique;MT;2005;811;104
Midelt;Appartement économique;MT;2006;815;104
Midelt;Appartement économique;MT;2007;818;105
Midelt;Appartement économique;MT;2008;822;105
Midelt;Appartement économique;MT;2009;825;105
Midelt;Appartement économique;MT;2010;829;106
Midelt;Appartement économique;MT;2011;832;106
Midelt;Appartement économique;MT;2012;836;107
Midelt;Appartement économique;MT;2013;872;111
Midelt;Appartement économique;MT;2014;910;116
Midelt;Appartement économique;MT;2015;949;121
Midelt;Appartement économique;MT;2016;1000;128
Midelt;Appartement économique;MT;2017;1068;136
Midelt;Appartement économique;MT;2018;1110;142
Midelt;Appartement économique;MT;2019;1208;154
Midelt;Appartement économique;MT;2020;1169;149
Midelt;Appartement économique;MT;2021;1204;154
Midelt;Appartement économique;MT;2022;1246;159
Midelt;Appartement économique;PT;2001;625;100
Midelt;Appartement économique;PT;2002;637;102
Midelt;Appartement économique;PT;2003;644;103
Midelt;Appartement économique;PT;2004;650;104
Midelt;Appartement économique;PT;2005;657;105
Midelt;Appartement économique;PT;2006;664;106
Midelt;Appartement économique;PT;2007;671;107
Midelt;Appartement économique;PT;2008;677;108
Midelt;Appartement économique;PT;2009;684;110
Midelt;Appartement économique;PT;2010;691;111
Midelt;Appartement économique;PT;2011;698;112
Midelt;Appartement économique;PT;2012;705;113
Midelt;Appartement économique;PT;2013;740;119
Midelt;Appartement économique;PT;2014;777;124
Midelt;Appartement économique;PT;2015;816;131
Midelt;Appartement économique;PT;2016;850;136
Midelt;Appartement économique;PT;2017;882;141
Midelt;Appartement économique;PT;2018;918;147
Midelt;Appartement économique;PT;2019;988;158
Midelt;Appartement économique;PT;2020;929;149
Midelt;Appartement économique;PT;2021;955;153
Midelt;Appartement économique;PT;2022;985;158
Midelt;Maison sur lot économique;GT;2001;947;100
Midelt;Maison sur lot économique;GT;2002;960;101
Midelt;Maison sur lot économique;GT;2003;967;102
Midelt;Maison sur lot économique;GT;2004;974;103
Midelt;Maison sur lot économique;GT;2005;981;104
Midelt;Maison sur lot économique;GT;2006;988;104
Midelt;Maison sur lot économique;GT;2007;995;105
Midelt;Maison sur lot économique;GT;2008;1003;106
Midelt;Maison sur lot économique;GT;2009;1010;107
Midelt;Maison sur lot économique;GT;2010;1017;107
Midelt;Maison sur lot économique;GT;2011;1025;108
Midelt;Maison sur lot économique;GT;2012;1032;109
Midelt;Maison sur lot économique;GT;2013;1046;110
Midelt;Maison sur lot économique;GT;2014;1060;112
Midelt;Maison sur lot économique;GT;2015;1095;116
Midelt;Maison sur lot économique;GT;2016;1122;118
Midelt;Maison sur lot économique;GT;2017;1181;125
Midelt;Maison sur lot économique;GT;2018;1246;132
Midelt;Maison sur lot économique;GT;2019;1303;138
Midelt;Maison sur lot économique;GT;2020;1274;135
Midelt;Maison sur lot économique;GT;2021;1297;137
Midelt;Maison sur lot économique;GT;2022;1337;141
Midelt;Maison sur lot économique;MLE;2001;806;100
Midelt;Maison sur lot économique;MLE;2002;820;102
Midelt;Maison sur lot économique;MLE;2003;826;102
Midelt;Maison sur lot économique;MLE;2004;831;103
Midelt;Maison sur lot économique;MLE;2005;836;104
Midelt;Maison sur lot économique;MLE;2006;841;104
Midelt;Maison sur lot économique;MLE;2007;847;105
Midelt;Maison sur lot économique;MLE;2008;852;106
Midelt;Maison sur lot économique;MLE;2009;857;106
Midelt;Maison sur lot économique;MLE;2010;863;107
Midelt;Maison sur lot économique;MLE;2011;868;108
Midelt;Maison sur lot économique;MLE;2012;874;108
Midelt;Maison sur lot économique;MLE;2013;888;110
Midelt;Maison sur lot économique;MLE;2014;905;112
Midelt;Maison sur lot économique;MLE;2015;878;115
