Agglomération;Type d'habitat;Envergure;Année;Montants moyens des loyers (MAD);Indices des montants moyens des loyers
Agadir;Appartement économique;PT;2004;1308;98
Agadir;Appartement économique;PT;2005;1222;92
Agadir;Appartement économique;PT;2006;1290;97
Agadir;Appartement économique;PT;2007;1336;100
Agadir;Appartement économique;PT;2008;1368;103
Agadir;Appartement économique;PT;2009;1414;106
Agadir;Appartement économique;PT;2010;1478;111
Agadir;Appartement économique;PT;2011;1608;121
Agadir;Appartement économique;PT;2012;1601;120
Agadir;Appartement économique;PT;2013;1633;123
Agadir;Appartement économique;PT;2014;1677;126
Agadir;Appartement économique;PT;2015;1668;125
Agadir;Appartement économique;PT;2016;1655;124
Agadir;Appartement économique;PT;2017;1687;127
Agadir;Appartement économique;PT;2018;1714;129
Agadir;Appartement économique;PT;2019;1715;129
Agadir;Maison sur lot économique;GT;2001;2674;100
Agadir;Maison sur lot économique;GT;2002;2597;97
Agadir;Maison sur lot économique;GT;2003;2338;87
Agadir;Maison sur lot économique;GT;2004;2116;79
Agadir;Maison sur lot économique;GT;2005;2097;78
Agadir;Maison sur lot économique;GT;2006;2132;80
Agadir;Maison sur lot économique;GT;2007;2147;80
Agadir;Maison sur lot économique;GT;2008;2214;83
Agadir;Maison sur lot économique;GT;2009;2365;88
Agadir;Maison sur lot économique;GT;2010;2452;92
Agadir;Maison sur lot économique;GT;2011;2506;94
Agadir;Maison sur lot économique;GT;2012;2601;97
Agadir;Maison sur lot économique;GT;2013;2610;98
Agadir;Maison sur lot économique;GT;2014;2643;99
Agadir;Maison sur lot économique;GT;2015;2692;101
Agadir;Maison sur lot économique;GT;2016;2707;101
Agadir;Maison sur lot économique;GT;2017;2730;102
Agadir;Maison sur lot économique;GT;2018;2753;103
Agadir;Maison sur lot économique;GT;2019;2812;105
Agadir;Maison sur lot économique;MLE;2001;1995;100
Agadir;Maison sur lot économique;MLE;2002;1937;97
Agadir;Maison sur lot économique;MLE;2003;1806;91
Agadir;Maison sur lot économique;MLE;2004;1707;86
Agadir;Maison sur lot économique;MLE;2005;1617;81
Agadir;Maison sur lot économique;MLE;2006;1627;81
Agadir;Maison sur lot économique;MLE;2007;1634;82
Agadir;Maison sur lot économique;MLE;2008;1671;84
Agadir;Maison sur lot économique;MLE;2009;1761;88
Agadir;Maison sur lot économique;MLE;2010;1825;92
Agadir;Maison sur lot économique;MLE;2011;1895;96
Agadir;Maison sur lot économique;MLE;2012;1948;98
Agadir;Maison sur lot économique;MLE;2013;2013;102
Agadir;Maison sur lot économique;MLE;2014;2068;105
Agadir;Maison sur lot économique;MLE;2015;2022;108
Agadir;Maison sur lot économique;MLE;2016;2039;109
Agadir;Maison sur lot économique;MLE;2017;2060;110
Agadir;Maison sur lot économique;MLE;2018;2081;111
Agadir;Maison sur lot économique;MLE;2019;2102;112
Agadir;Maison sur lot économique;MT;2001;1824;100
Agadir;Maison sur lot économique;MT;2002;1773;97
Agadir;Maison sur lot économique;MT;2003;1706;94
Agadir;Maison sur lot économique;MT;2004;1655;91
Agadir;Maison sur lot économique;MT;2005;1528;84
Agadir;Maison sur lot économique;MT;2006;1545;85
Agadir;Maison sur lot économique;MT;2007;1532;84
Agadir;Maison sur lot économique;MT;2008;1541;85
Agadir;Maison sur lot économique;MT;2009;1598;88
Agadir;Maison sur lot économique;MT;2010;1636;90
Agadir;Maison sur lot économique;MT;2011;1705;93
Agadir;Maison sur lot économique;MT;2012;1747;96
Agadir;Maison sur lot économique;MT;2013;1853;102
Agadir;Maison sur lot économique;MT;2014;1921;105
Agadir;Maison sur lot économique;MT;2015;1958;107
Agadir;Maison sur lot économique;MT;2016;1988;109
Agadir;Maison sur lot économique;MT;2017;2011;110
Agadir;Maison sur lot économique;MT;2018;2034;112
Agadir;Maison sur lot économique;MT;2019;2043;112
Agadir;Maison sur lot économique;PT;2001;1293;100
Agadir;Maison sur lot économique;PT;2002;1246;96
Agadir;Maison sur lot économique;PT;2003;1126;87
Agadir;Maison sur lot économique;PT;2004;1092;84
Agadir;Maison sur lot économique;PT;2005;1000;77
Agadir;Maison sur lot économique;PT;2006;933;72
Agadir;Maison sur lot économique;PT;2007;997;77
Agadir;Maison sur lot économique;PT;2008;1082;84
Agadir;Maison sur lot économique;PT;2009;1173;91
Agadir;Maison sur lot économique;PT;2010;1290;100
Agadir;Maison sur lot économique;PT;2011;1392;108
Agadir;Maison sur lot économique;PT;2012;1408;109
Agadir;Maison sur lot économique;PT;2013;1434;111
Agadir;Maison sur lot économique;PT;2014;1477;114
Agadir;Maison sur lot économique;PT;2015;1492;115
Agadir;Maison sur lot économique;PT;2016;1489;115
Agadir;Maison sur lot économique;PT;2017;1504;116
Agadir;Maison sur lot économique;PT;2018;1518;117
Agadir;Maison sur lot économique;PT;2019;1526;118
Agadir;Total ville;MLE;2001;2312;100
Agadir;Total ville;MLE;2002;2387;103
Agadir;Total ville;MLE;2003;2345;101
Agadir;Total ville;MLE;2004;2342;100
Agadir;Total ville;MLE;2005;2346;98
Agadir;Total ville;MLE;2006;2397;100
Agadir;Total ville;MLE;2007;2459;101
Agadir;Total ville;MLE;2008;2524;104
Agadir;Total ville;MLE;2009;2567;107
Agadir;Total ville;MLE;2010;2640;111
Agadir;Total ville;MLE;2011;2713;114
Agadir;Total ville;MLE;2012;2751;116
Agadir;Total ville;MLE;2013;2827;119
Agadir;Total ville;MLE;2014;2872;122
Agadir;Total ville;MLE;2015;2702;121
Agadir;Total ville;MLE;2016;2730;122
Agadir;Total ville;MLE;2017;2756;123
Agadir;Total ville;MLE;2018;2781;124
Agadir;Total ville;MLE;2019;2799;125
Agadir;Villa;GT;2001;9430;100
Agadir;Villa;GT;2002;10004;106
Agadir;Villa;GT;2003;9681;103
Agadir;Villa;GT;2004;9597;102
Agadir;Villa;GT;2005;10416;110
Agadir;Villa;GT;2006;10820;115
Agadir;Villa;GT;2007;11846;126
Agadir;Villa;GT;2008;11959;127
Agadir;Villa;GT;2009;11360;120
Agadir;Villa;GT;2010;11452;121
Agadir;Villa;GT;2011;11734;124
Agadir;Villa;GT;2012;12370;131
Agadir;Villa;GT;2013;12585;133
Agadir;Villa;GT;2014;12468;132
Agadir;Villa;GT;2015;12694;135
Agadir;Villa;GT;2016;12701;135
Agadir;Villa;GT;2017;12704;135
Agadir;Villa;GT;2018;12767;135
Agadir;Villa;GT;2019;12690;135
Agadir;Villa;MT;2001;5614;100
Agadir;Villa;MT;2002;5872;105
Agadir;Villa;MT;2003;5852;104
Agadir;Villa;MT;2004;6415;114
Agadir;Villa;MT;2005;6988;124
Agadir;Villa;MT;2006;7673;137
Agadir;Villa;MT;2007;8227;147
Agadir;Villa;MT;2008;8950;159
Agadir;Villa;MT;2009;8520;152
Agadir;Villa;MT;2010;8812;157
Agadir;Villa;MT;2011;8820;157
Agadir;Villa;MT;2012;8620;154
Agadir;Villa;MT;2013;8761;156
Agadir;Villa;MT;2014;8812;157
Agadir;Villa;MT;2015;9044;161
Agadir;Villa;MT;2016;9163;163
Agadir;Villa;MT;2017;9188;164
Agadir;Villa;MT;2018;9247;165
Agadir;Villa;MT;2019;9152;163
Agadir;Villa;PT;2001;3049;100
Agadir;Villa;PT;2002;3352;110
Agadir;Villa;PT;2003;3686;121
Agadir;Villa;PT;2004;3934;129
Agadir;Villa;PT;2005;4117;135
Agadir;Villa;PT;2006;4004;131
Agadir;Villa;PT;2007;4247;139
Agadir;Villa;PT;2008;4177;137
Agadir;Villa;PT;2009;4136;136
Agadir;Villa;PT;2010;4267;140
Agadir;Villa;PT;2011;4505;148
Agadir;Villa;PT;2012;4465;146
Agadir;Villa;PT;2013;4695;154
Agadir;Villa;PT;2014;4787;157
Agadir;Villa;PT;2015;4974;163
Agadir;Villa;PT;2016;5116;168
Agadir;Villa;PT;2017;5212;171
Agadir;Villa;PT;2018;5277;173
Agadir;Villa;PT;2019;5340;175
Agadir;Villa;VIL;2001;6642;100
Agadir;Villa;VIL;2002;7031;106
Agadir;Villa;VIL;2003;6956;107
Agadir;Villa;VIL;2004;7212;112
Agadir;Villa;VIL;2005;7810;121
Agadir;Villa;VIL;2006;8244;127
Agadir;Villa;VIL;2007;8926;137
Agadir;Villa;VIL;2008;9270;143
Agadir;Villa;VIL;2009;8844;137
Agadir;Villa;VIL;2010;9029;140
Agadir;Villa;VIL;2011;9185;143
Agadir;Villa;VIL;2012;9339;144
Agadir;Villa;VIL;2013;9525;147
Agadir;Villa;VIL;2014;9518;147
Agadir;Villa;VIL;2015;8774;156
Agadir;Villa;VIL;2016;8876;158
Agadir;Villa;VIL;2017;8914;159
Agadir;Villa;VIL;2018;8975;161
Agadir;Villa;VIL;2019;8924;160
Biougra;Appartement standing;APS;2001;1883;100
Biougra;Appartement standing;APS;2002;1903;101
Biougra;Appartement standing;APS;2003;1978;105
Biougra;Appartement standing;APS;2004;2057;109
Biougra;Appartement standing;APS;2005;2147;114
Biougra;Appartement standing;APS;2006;2252;120
Biougra;Appartement standing;APS;2007;2307;123
Biougra;Appartement standing;APS;2008;2399;128
Biougra;Appartement standing;APS;2009;2449;130
Biougra;Appartement standing;APS;2010;2506;134
Biougra;Appartement standing;APS;2011;2567;137
Biougra;Appartement standing;APS;2012;2617;139
Biougra;Appartement standing;APS;2013;2693;143
Biougra;Appartement standing;APS;2014;2767;147
Biougra;Appartement standing;APS;2015;2701;151
Biougra;Appartement standing;APS;2016;2815;158
Biougra;Appartement standing;APS;2017;2864;161
Biougra;Appartement standing;APS;2018;2885;162
Biougra;Appartement standing;APS;2019;2899;163
Biougra;Appartement standing;GT;2001;2535;100
Biougra;Appartement standing;GT;2002;2562;101
Biougra;Appartement standing;GT;2003;2695;106
Biougra;Appartement standing;GT;2004;2840;112
Biougra;Appartement standing;GT;2005;2863;113
Biougra;Appartement standing;GT;2006;2964;117
Biougra;Appartement standing;GT;2007;3022;119
Biougra;Appartement standing;GT;2008;3042;120
Biougra;Appartement standing;GT;2009;3123;123
Biougra;Appartement standing;GT;2010;3219;127
Biougra;Appartement standing;GT;2011;3291;130
Biougra;Appartement standing;GT;2012;3397;134
Biougra;Appartement standing;GT;2013;3516;139
Biougra;Appartement standing;GT;2014;3594;142
Biougra;Appartement standing;GT;2015;3640;144
Biougra;Appartement standing;GT;2016;3744;148
Biougra;Appartement standing;GT;2017;3784;149
Biougra;Appartement standing;GT;2018;3800;150
Biougra;Appartement standing;GT;2019;3804;150
Biougra;Appartement standing;MT;2001;1913;100
Biougra;Appartement standing;MT;2002;1933;101
Biougra;Appartement standing;MT;2003;1997;104
Biougra;Appartement standing;MT;2004;2066;108
Biougra;Appartement standing;MT;2005;2180;114
Biougra;Appartement standing;MT;2006;2296;120
Biougra;Appartement standing;MT;2007;2352;123
Biougra;Appartement standing;MT;2008;2490;130
Biougra;Appartement standing;MT;2009;2540;133
Biougra;Appartement standing;MT;2010;2589;135
Biougra;Appartement standing;MT;2011;2664;139
Biougra;Appartement standing;MT;2012;2693;141
Biougra;Appartement standing;MT;2013;2773;145
Biougra;Appartement standing;MT;2014;2845;149
Biougra;Appartement standing;MT;2015;2877;150
Biougra;Appartement standing;MT;2016;3003;157
Biougra;Appartement standing;MT;2017;3058;160
Biougra;Appartement standing;MT;2018;3072;161
Biougra;Appartement standing;MT;2019;3089;161
Biougra;Appartement standing;PT;2001;1213;100
Biougra;Appartement standing;PT;2002;1228;101
Biougra;Appartement standing;PT;2003;1286;106
Biougra;Appartement standing;PT;2004;1336;110
Biougra;Appartement standing;PT;2005;1413;116
Biougra;Appartement standing;PT;2006;1488;123
Biougra;Appartement standing;PT;2007;1537;127
Biougra;Appartement standing;PT;2008;1562;129
Biougra;Appartement standing;PT;2009;1582;130
Biougra;Appartement standing;PT;2010;1629;134
Biougra;Appartement standing;PT;2011;1641;135
Biougra;Appartement standing;PT;2012;1702;140
Biougra;Appartement standing;PT;2013;1728;142
Biougra;Appartement standing;PT;2014;1802;148
Biougra;Appartement standing;PT;2015;1905;157
Biougra;Appartement standing;PT;2016;2000;165
Biougra;Appartement standing;PT;2017;2045;169
Biougra;Appartement standing;PT;2018;2078;171
Biougra;Appartement standing;PT;2019;2095;173
Biougra;Appartement économique;APE;2001;1116;100
Biougra;Appartement économique;APE;2002;1128;101
Biougra;Appartement économique;APE;2003;1170;105
Biougra;Appartement économique;APE;2004;1207;109
Biougra;Appartement économique;APE;2005;1268;115
Biougra;Appartement économique;APE;2006;1311;119
Biougra;Appartement économique;APE;2007;1334;121
Biougra;Appartement économique;APE;2008;1379;125
Biougra;Appartement économique;APE;2009;1430;130
Biougra;Appartement économique;APE;2010;1471;134
Biougra;Appartement économique;APE;2011;1514;138
Biougra;Appartement économique;APE;2012;1558;143
Biougra;Appartement économique;APE;2013;1614;148
Biougra;Appartement économique;APE;2014;1654;152
Biougra;Appartement économique;APE;2015;1590;156
Biougra;Appartement économique;APE;2016;1623;159
Biougra;Appartement économique;APE;2017;1656;162
Biougra;Appartement économique;APE;2018;1687;166
Biougra;Appartement économique;APE;2019;1714;168
Biougra;Appartement économique;GT;2001;1413;100
Biougra;Appartement économique;GT;2002;1427;101
Biougra;Appartement économique;GT;2003;1477;105
Biougra;Appartement économique;GT;2004;1491;106
Biougra;Appartement économique;GT;2005;1562;111
Biougra;Appartement économique;GT;2006;1606;114
Biougra;Appartement économique;GT;2007;1629;115
Biougra;Appartement économique;GT;2008;1704;121
Biougra;Appartement économique;GT;2009;1792;127
Biougra;Appartement économique;GT;2010;1836;130
Biougra;Appartement économique;GT;2011;1876;133
Biougra;Appartement économique;GT;2012;1912;135
Biougra;Appartement économique;GT;2013;1992;141
Biougra;Appartement économique;GT;2014;2034;144
Biougra;Appartement économique;GT;2015;2059;146
Biougra;Appartement économique;GT;2016;2081;147
Biougra;Appartement économique;GT;2017;2088;148
Biougra;Appartement économique;GT;2018;2109;149
Biougra;Appartement économique;GT;2019;2166;153
Biougra;Appartement économique;MT;2001;1133;100
Biougra;Appartement économique;MT;2002;1147;101
Biougra;Appartement économique;MT;2003;1191;105
Biougra;Appartement économique;MT;2004;1263;111
Biougra;Appartement économique;MT;2005;1304;115
Biougra;Appartement économique;MT;2006;1343;119
Biougra;Appartement économique;MT;2007;1361;120
Biougra;Appartement économique;MT;2008;1379;122
Biougra;Appartement économique;MT;2009;1404;124
Biougra;Appartement économique;MT;2010;1442;127
Biougra;Appartement économique;MT;2011;1483;131
Biougra;Appartement économique;MT;2012;1524;135
Biougra;Appartement économique;MT;2013;1558;138
Biougra;Appartement économique;MT;2014;1604;142
Biougra;Appartement économique;MT;2015;1638;145
Biougra;Appartement économique;MT;2016;1682;148
Biougra;Appartement économique;MT;2017;1725;152
Biougra;Appartement économique;MT;2018;1760;155
Biougra;Appartement économique;MT;2019;1784;158
Biougra;Appartement économique;PT;2001;657;100
Biougra;Appartement économique;PT;2002;664;101
Biougra;Appartement économique;PT;2003;692;105
Biougra;Appartement économique;PT;2004;719;109
Biougra;Appartement économique;PT;2005;790;120
Biougra;Appartement économique;PT;2006;836;127
Biougra;Appartement économique;PT;2007;866;132
Biougra;Appartement économique;PT;2008;901;137
Biougra;Appartement économique;PT;2009;928;141
Biougra;Appartement économique;PT;2010;968;147
Biougra;Appartement économique;PT;2011;1018;155
Biougra;Appartement économique;PT;2012;1080;164
Biougra;Appartement économique;PT;2013;1126;171
Biougra;Appartement économique;PT;2014;1156;176
Biougra;Appartement économique;PT;2015;1185;180
Biougra;Appartement économique;PT;2016;1205;183
Biougra;Appartement économique;PT;2017;1241;189
Biougra;Appartement économique;PT;2018;1274;194
Biougra;Appartement économique;PT;2019;1283;195
Biougra;Maison sur lot économique;GT;2001;1279;100
Biougra;Maison sur lot économique;GT;2002;1286;101
Biougra;Maison sur lot économique;GT;2003;1334;104
Biougra;Maison sur lot économique;GT;2004;1382;108
Biougra;Maison sur lot économique;GT;2005;1440;113
Biougra;Maison sur lot économique;GT;2006;1504;118
Biougra;Maison sur lot économique;GT;2007;1530;120
Biougra;Maison sur lot économique;GT;2008;1551;121
Biougra;Maison sur lot économique;GT;2009;1623;127
Biougra;Maison sur lot économique;GT;2010;1703;133
Biougra;Maison sur lot économique;GT;2011;1752;137
Biougra;Maison sur lot économique;GT;2012;1797;141
Biougra;Maison sur lot économique;GT;2013;1846;144
Biougra;Maison sur lot économique;GT;2014;1877;147
Biougra;Maison sur lot économique;GT;2015;1908;149
Biougra;Maison sur lot économique;GT;2016;1943;152
Biougra;Maison sur lot économique;GT;2017;1953;153
Biougra;Maison sur lot économique;GT;2018;1980;155
Biougra;Maison sur lot économique;GT;2019;1998;156
Biougra;Maison sur lot économique;MLE;2001;1010;100
Biougra;Maison sur lot économique;MLE;2002;1016;101
Biougra;Maison sur lot économique;MLE;2003;1056;105
Biougra;Maison sur lot économique;MLE;2004;1095;109
Biougra;Maison sur lot économique;MLE;2005;1144;114
Biougra;Maison sur lot économique;MLE;2006;1199;119
Biougra;Maison sur lot économique;MLE;2007;1221;121
Biougra;Maison sur lot économique;MLE;2008;1238;123
Biougra;Maison sur lot économique;MLE;2009;1276;127
Biougra;Maison sur lot économique;MLE;2010;1326;131
Biougra;Maison sur lot économique;MLE;2011;1372;136
Biougra;Maison sur lot économique;MLE;2012;1416;141
Biougra;Maison sur lot économique;MLE;2013;1459;145
Biougra;Maison sur lot économique;MLE;2014;1508;150
Biougra;Maison sur lot économique;MLE;2015;1441;154
Biougra;Maison sur lot économique;MLE;2016;1468;157
Biougra;Maison sur lot économique;MLE;2017;1486;159
Biougra;Maison sur lot économique;MLE;2018;1515;163
Biougra;Maison sur lot économique;MLE;2019;1519;163
Biougra;Maison sur lot économique;MT;2001;948;100
Biougra;Maison sur lot économique;MT;2002;953;101
Biougra;Maison sur lot économique;MT;2003;992;105
Biougra;Maison sur lot économique;MT;2004;1015;107
Biougra;Maison sur lot économique;MT;2005;1064;112
Biougra;Maison sur lot économique;MT;2006;1117;118
Biougra;Maison sur lot économique;MT;2007;1137;120
Biougra;Maison sur lot économique;MT;2008;1144;121
Biougra;Maison sur lot économique;MT;2009;1164;123
Biougra;Maison sur lot économique;MT;2010;1195;126
Biougra;Maison sur lot économique;MT;2011;1238;131
Biougra;Maison sur lot économique;MT;2012;1277;135
Biougra;Maison sur lot économique;MT;2013;1332;140
Biougra;Maison sur lot économique;MT;2014;1404;148
Biougra;Maison sur lot économique;MT;2015;1445;152
Biougra;Maison sur lot économique;MT;2016;1471;155
Biougra;Maison sur lot économique;MT;2017;1485;157
Biougra;Maison sur lot économique;MT;2018;1512;159
Biougra;Maison sur lot économique;MT;2019;1510;159
Biougra;Maison sur lot économique;PT;2001;692;100
Biougra;Maison sur lot économique;PT;2002;698;101
Biougra;Maison sur lot économique;PT;2003;726;105
Biougra;Maison sur lot économique;PT;2004;771;111
Biougra;Maison sur lot économique;PT;2005;808;117
Biougra;Maison sur lot économique;PT;2006;850;123
Biougra;Maison sur lot économique;PT;2007;872;126
Biougra;Maison sur lot économique;PT;2008;894;129
Biougra;Maison sur lot économique;PT;2009;905;131
Biougra;Maison sur lot économique;PT;2010;932;135
Biougra;Maison sur lot économique;PT;2011;978;141
Biougra;Maison sur lot économique;PT;2012;1027;148
Biougra;Maison sur lot économique;PT;2013;1047;151
Biougra;Maison sur lot économique;PT;2014;1093;158
Biougra;Maison sur lot économique;PT;2015;1116;161
Biougra;Maison sur lot économique;PT;2016;1137;164
Biougra;Maison sur lot économique;PT;2017;1166;168
Biougra;Maison sur lot économique;PT;2018;1200;173
Biougra;Maison sur lot économique;PT;2019;1206;174
Biougra;Total ville;MLE;2001;1210;100
Biougra;Total ville;MLE;2002;1220;101
Biougra;Total ville;MLE;2003;1267;105
Biougra;Total ville;MLE;2004;1313;109
Biougra;Total ville;MLE;2005;1376;114
Biougra;Total ville;MLE;2006;1436;119
Biougra;Total ville;MLE;2007;1461;122
Biougra;Total ville;MLE;2008;1502;125
Biougra;Total ville;MLE;2009;1552;129
Biougra;Total ville;MLE;2010;1602;133
Biougra;Total ville;MLE;2011;1650;137
Biougra;Total ville;MLE;2012;1702;142
Biougra;Total ville;MLE;2013;1757;147
Biougra;Total ville;MLE;2014;1806;151
Biougra;Total ville;MLE;2015;1595;155
Biougra;Total ville;MLE;2016;1628;158
Biougra;Total ville;MLE;2017;1650;160
Biougra;Total ville;MLE;2018;1679;163
Biougra;Total ville;MLE;2019;1687;164
Biougra;Villa;GT;2001;5868;100
Biougra;Villa;GT;2002;5931;101
Biougra;Villa;GT;2003;6243;106
Biougra;Villa;GT;2004;6472;110
Biougra;Villa;GT;2005;6777;115
Biougra;Villa;GT;2006;7104;121
Biougra;Villa;GT;2007;7241;123
Biougra;Villa;GT;2008;7360;125
Biougra;Villa;GT;2009;7525;128
Biougra;Villa;GT;2010;7684;131
Biougra;Villa;GT;2011;7761;132
Biougra;Villa;GT;2012;7923;135
Biougra;Villa;GT;2013;8333;142
Biougra;Villa;GT;2014;8661;148
Biougra;Villa;GT;2015;8904;152
Biougra;Villa;GT;2016;9058;154
Biougra;Villa;GT;2017;9092;155
Biougra;Villa;GT;2018;9150;156
Biougra;Villa;GT;2019;9180;156
Biougra;Villa;MT;2001;4414;100
Biougra;Villa;MT;2002;4460;101
Biougra;Villa;MT;2003;4603;104
Biougra;Villa;MT;2004;4823;109
Biougra;Villa;MT;2005;5071;115
Biougra;Villa;MT;2006;5342;121
