Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Kénitra;Maison sur lot économique;MLE;2010;1054;132
Kénitra;Maison sur lot économique;MLE;2011;1074;134
Kénitra;Maison sur lot économique;MLE;2012;1092;137
Kénitra;Maison sur lot économique;MLE;2013;1108;139
Kénitra;Maison sur lot économique;MLE;2014;1130;141
Kénitra;Maison sur lot économique;MLE;2015;1128;147
Kénitra;Maison sur lot économique;MLE;2016;1197;156
Kénitra;Maison sur lot économique;MLE;2017;1238;162
Kénitra;Maison sur lot économique;MLE;2018;1295;169
Kénitra;Maison sur lot économique;MLE;2019;1378;180
Kénitra;Maison sur lot économique;MLE;2020;1193;157
Kénitra;Maison sur lot économique;MLE;2021;1207;159
Kénitra;Maison sur lot économique;MLE;2022;1242;163
Kénitra;Maison sur lot économique;MT;2001;805;100
Kénitra;Maison sur lot économique;MT;2002;900;112
Kénitra;Maison sur lot économique;MT;2003;913;114
Kénitra;Maison sur lot économique;MT;2004;804;100
Kénitra;Maison sur lot économique;MT;2005;811;101
Kénitra;Maison sur lot économique;MT;2006;884;110
Kénitra;Maison sur lot économique;MT;2007;924;115
Kénitra;Maison sur lot économique;MT;2008;1040;129
Kénitra;Maison sur lot économique;MT;2009;1090;135
Kénitra;Maison sur lot économique;MT;2010;1101;137
Kénitra;Maison sur lot économique;MT;2011;1105;137
Kénitra;Maison sur lot économique;MT;2012;1134;141
Kénitra;Maison sur lot économique;MT;2013;1155;144
Kénitra;Maison sur lot économique;MT;2014;1174;146
Kénitra;Maison sur lot économique;MT;2015;1199;149
Kénitra;Maison sur lot économique;MT;2016;1275;159
Kénitra;Maison sur lot économique;MT;2017;1307;162
Kénitra;Maison sur lot économique;MT;2018;1355;168
Kénitra;Maison sur lot économique;MT;2019;1461;182
Kénitra;Maison sur lot économique;MT;2020;1213;151
Kénitra;Maison sur lot économique;MT;2021;1229;153
Kénitra;Maison sur lot économique;MT;2022;1269;158
Kénitra;Maison sur lot économique;PT;2001;564;100
Kénitra;Maison sur lot économique;PT;2002;615;109
Kénitra;Maison sur lot économique;PT;2003;649;115
Kénitra;Maison sur lot économique;PT;2004;611;108
Kénitra;Maison sur lot économique;PT;2005;551;98
Kénitra;Maison sur lot économique;PT;2006;572;101
Kénitra;Maison sur lot économique;PT;2007;643;114
Kénitra;Maison sur lot économique;PT;2008;765;136
Kénitra;Maison sur lot économique;PT;2009;790;140
Kénitra;Maison sur lot économique;PT;2010;788;140
Kénitra;Maison sur lot économique;PT;2011;808;143
Kénitra;Maison sur lot économique;PT;2012;801;142
Kénitra;Maison sur lot économique;PT;2013;810;144
Kénitra;Maison sur lot économique;PT;2014;840;149
Kénitra;Maison sur lot économique;PT;2015;855;152
Kénitra;Maison sur lot économique;PT;2016;936;166
Kénitra;Maison sur lot économique;PT;2017;990;176
Kénitra;Maison sur lot économique;PT;2018;1043;185
Kénitra;Maison sur lot économique;PT;2019;1080;192
Kénitra;Maison sur lot économique;PT;2020;1021;181
Kénitra;Maison sur lot économique;PT;2021;1034;184
Kénitra;Maison sur lot économique;PT;2022;1063;189
Kénitra;Total ville;MLE;2001;780;100
Kénitra;Total ville;MLE;2002;816;103
Kénitra;Total ville;MLE;2003;846;106
Kénitra;Total ville;MLE;2004;830;105
Kénitra;Total ville;MLE;2005;858;110
Kénitra;Total ville;MLE;2006;890;116
Kénitra;Total ville;MLE;2007;960;125
Kénitra;Total ville;MLE;2008;1040;137
Kénitra;Total ville;MLE;2009;1092;144
Kénitra;Total ville;MLE;2010;1103;146
Kénitra;Total ville;MLE;2011;1142;150
Kénitra;Total ville;MLE;2012;1168;154
Kénitra;Total ville;MLE;2013;1190;156
Kénitra;Total ville;MLE;2014;1223;161
Kénitra;Total ville;MLE;2015;1269;164
Kénitra;Total ville;MLE;2016;1348;174
Kénitra;Total ville;MLE;2017;1389;180
Kénitra;Total ville;MLE;2018;1443;187
Kénitra;Total ville;MLE;2019;1515;196
Kénitra;Total ville;MLE;2020;1387;179
Kénitra;Total ville;MLE;2021;1405;182
Kénitra;Total ville;MLE;2022;1445;187
Kénitra;Villa;GT;2001;2000;100
Kénitra;Villa;GT;2002;2300;115
Kénitra;Villa;GT;2003;2598;130
Kénitra;Villa;GT;2004;3097;155
Kénitra;Villa;GT;2005;3083;154
Kénitra;Villa;GT;2006;3083;154
Kénitra;Villa;GT;2007;3240;162
Kénitra;Villa;GT;2008;3359;168
Kénitra;Villa;GT;2009;3368;168
Kénitra;Villa;GT;2010;3362;168
Kénitra;Villa;GT;2011;3338;167
Kénitra;Villa;GT;2012;3338;167
Kénitra;Villa;GT;2013;3387;169
Kénitra;Villa;GT;2014;3432;172
Kénitra;Villa;GT;2015;3489;174
Kénitra;Villa;GT;2016;3753;188
Kénitra;Villa;GT;2017;3745;187
Kénitra;Villa;GT;2018;3793;190
Kénitra;Villa;GT;2019;3832;192
Kénitra;Villa;GT;2020;4185;209
Kénitra;Villa;GT;2021;4193;210
Kénitra;Villa;GT;2022;4287;214
Kénitra;Villa;MT;2001;1442;100
Kénitra;Villa;MT;2002;1642;114
Kénitra;Villa;MT;2003;1825;127
Kénitra;Villa;MT;2004;2232;155
Kénitra;Villa;MT;2005;2434;169
Kénitra;Villa;MT;2006;2500;173
Kénitra;Villa;MT;2007;2645;183
Kénitra;Villa;MT;2008;2790;194
Kénitra;Villa;MT;2009;2805;195
Kénitra;Villa;MT;2010;2896;201
Kénitra;Villa;MT;2011;2929;203
Kénitra;Villa;MT;2012;2932;203
Kénitra;Villa;MT;2013;2991;207
Kénitra;Villa;MT;2014;3075;213
Kénitra;Villa;MT;2015;3102;215
Kénitra;Villa;MT;2016;3480;241
Kénitra;Villa;MT;2017;3525;244
Kénitra;Villa;MT;2018;3582;248
Kénitra;Villa;MT;2019;3735;259
Kénitra;Villa;MT;2020;3448;239
Kénitra;Villa;MT;2021;3501;243
Kénitra;Villa;MT;2022;3591;249
Kénitra;Villa;PT;2001;995;100
Kénitra;Villa;PT;2002;1103;111
Kénitra;Villa;PT;2003;1288;130
Kénitra;Villa;PT;2004;1400;141
Kénitra;Villa;PT;2005;1500;151
Kénitra;Villa;PT;2006;1200;121
Kénitra;Villa;PT;2007;1435;144
Kénitra;Villa;PT;2008;1670;168
Kénitra;Villa;PT;2009;1680;169
Kénitra;Villa;PT;2010;1676;168
Kénitra;Villa;PT;2011;1764;177
Kénitra;Villa;PT;2012;1800;181
Kénitra;Villa;PT;2013;1833;184
Kénitra;Villa;PT;2014;1878;189
Kénitra;Villa;PT;2015;1927;194
Kénitra;Villa;PT;2016;2126;214
Kénitra;Villa;PT;2017;2099;211
Kénitra;Villa;PT;2018;2173;218
Kénitra;Villa;PT;2019;2225;224
Kénitra;Villa;PT;2020;2168;218
Kénitra;Villa;PT;2021;2236;225
Kénitra;Villa;PT;2022;2307;232
Kénitra;Villa;VIL;2001;1130;100
Kénitra;Villa;VIL;2002;1266;112
Kénitra;Villa;VIL;2003;1459;129
Kénitra;Villa;VIL;2004;1640;144
Kénitra;Villa;VIL;2005;1745;154
Kénitra;Villa;VIL;2006;1518;130
Kénitra;Villa;VIL;2007;1735;151
Kénitra;Villa;VIL;2008;1949;171
Kénitra;Villa;VIL;2009;1960;172
Kénitra;Villa;VIL;2010;1968;173
Kénitra;Villa;VIL;2011;2041;180
Kénitra;Villa;VIL;2012;2070;183
Kénitra;Villa;VIL;2013;2107;186
Kénitra;Villa;VIL;2014;2157;191
Kénitra;Villa;VIL;2015;2545;199
Kénitra;Villa;VIL;2016;2816;220
Kénitra;Villa;VIL;2017;2817;220
Kénitra;Villa;VIL;2018;2881;225
Kénitra;Villa;VIL;2019;2968;232
Kénitra;Villa;VIL;2020;2882;224
Kénitra;Villa;VIL;2021;2936;229
Kénitra;Villa;VIL;2022;3017;236
Rabat;Appartement standing;APS;2001;2203;100
Rabat;Appartement standing;APS;2002;2261;103
Rabat;Appartement standing;APS;2003;2400;109
Rabat;Appartement standing;APS;2004;2595;118
Rabat;Appartement standing;APS;2005;2777;126
Rabat;Appartement standing;APS;2006;2951;135
Rabat;Appartement standing;APS;2007;3067;140
Rabat;Appartement standing;APS;2008;3164;144
Rabat;Appartement standing;APS;2009;3313;151
Rabat;Appartement standing;APS;2010;3466;158
Rabat;Appartement standing;APS;2011;3558;163
Rabat;Appartement standing;APS;2012;3677;168
Rabat;Appartement standing;APS;2013;3768;172
Rabat;Appartement standing;APS;2014;3858;176
Rabat;Appartement standing;APS;2015;4060;184
Rabat;Appartement standing;APS;2016;4240;192
Rabat;Appartement standing;APS;2017;4285;194
Rabat;Appartement standing;APS;2018;4398;200
Rabat;Appartement standing;APS;2019;4449;202
Rabat;Appartement standing;APS;2020;4198;190
Rabat;Appartement standing;APS;2021;4241;192
Rabat;Appartement standing;APS;2022;4351;197
Rabat;Appartement standing;GT;2001;2886;100
Rabat;Appartement standing;GT;2002;2994;104
Rabat;Appartement standing;GT;2003;3077;107
Rabat;Appartement standing;GT;2004;3314;115
Rabat;Appartement standing;GT;2005;3472;120
Rabat;Appartement standing;GT;2006;3538;123
Rabat;Appartement standing;GT;2007;3754;130
Rabat;Appartement standing;GT;2008;3803;132
Rabat;Appartement standing;GT;2009;4056;141
Rabat;Appartement standing;GT;2010;4082;141
Rabat;Appartement standing;GT;2011;4169;144
Rabat;Appartement standing;GT;2012;4331;150
Rabat;Appartement standing;GT;2013;4428;153
Rabat;Appartement standing;GT;2014;4530;157
Rabat;Appartement standing;GT;2015;4651;161
Rabat;Appartement standing;GT;2016;4797;166
Rabat;Appartement standing;GT;2017;4885;169
Rabat;Appartement standing;GT;2018;4970;172
Rabat;Appartement standing;GT;2019;5043;175
Rabat;Appartement standing;GT;2020;4985;173
Rabat;Appartement standing;GT;2021;4993;173
Rabat;Appartement standing;GT;2022;5107;177
Rabat;Appartement standing;MT;2001;2085;100
Rabat;Appartement standing;MT;2002;2109;101
Rabat;Appartement standing;MT;2003;2311;111
Rabat;Appartement standing;MT;2004;2549;122
Rabat;Appartement standing;MT;2005;2779;133
Rabat;Appartement standing;MT;2006;3067;147
Rabat;Appartement standing;MT;2007;3131;150
Rabat;Appartement standing;MT;2008;3249;156
Rabat;Appartement standing;MT;2009;3387;162
Rabat;Appartement standing;MT;2010;3626;174
Rabat;Appartement standing;MT;2011;3725;179
Rabat;Appartement standing;MT;2012;3825;183
Rabat;Appartement standing;MT;2013;3930;189
Rabat;Appartement standing;MT;2014;4028;193
Rabat;Appartement standing;MT;2015;4136;198
Rabat;Appartement standing;MT;2016;4352;209
Rabat;Appartement standing;MT;2017;4361;209
Rabat;Appartement standing;MT;2018;4476;215
Rabat;Appartement standing;MT;2019;4515;217
Rabat;Appartement standing;MT;2020;4192;201
Rabat;Appartement standing;MT;2021;4252;204
Rabat;Appartement standing;MT;2022;4357;209
Rabat;Appartement standing;PT;2001;1795;100
Rabat;Appartement standing;PT;2002;1874;104
Rabat;Appartement standing;PT;2003;1939;108
Rabat;Appartement standing;PT;2004;2003;112
Rabat;Appartement standing;PT;2005;2111;118
Rabat;Appartement standing;PT;2006;2149;120
Rabat;Appartement standing;PT;2007;2278;127
Rabat;Appartement standing;PT;2008;2374;132
Rabat;Appartement standing;PT;2009;2447;136
Rabat;Appartement standing;PT;2010;2543;142
Rabat;Appartement standing;PT;2011;2628;146
Rabat;Appartement standing;PT;2012;2744;153
Rabat;Appartement standing;PT;2013;2799;156
Rabat;Appartement standing;PT;2014;2860;159
Rabat;Appartement standing;PT;2015;2935;163
Rabat;Appartement standing;PT;2016;3027;169
Rabat;Appartement standing;PT;2017;3143;175
Rabat;Appartement standing;PT;2018;3291;183
Rabat;Appartement standing;PT;2019;3359;187
Rabat;Appartement standing;PT;2020;3092;172
Rabat;Appartement standing;PT;2021;3121;174
Rabat;Appartement standing;PT;2022;3242;181
Rabat;Appartement économique;APE;2001;753;100
Rabat;Appartement économique;APE;2002;794;106
Rabat;Appartement économique;APE;2003;823;110
Rabat;Appartement économique;APE;2004;873;116
Rabat;Appartement économique;APE;2005;920;122
Rabat;Appartement économique;APE;2006;983;131
Rabat;Appartement économique;APE;2007;1023;136
Rabat;Appartement économique;APE;2008;1069;143
Rabat;Appartement économique;APE;2009;1125;150
Rabat;Appartement économique;APE;2010;1167;156
Rabat;Appartement économique;APE;2011;1200;160
Rabat;Appartement économique;APE;2012;1278;171
Rabat;Appartement économique;APE;2013;1328;177
Rabat;Appartement économique;APE;2014;1381;184
Rabat;Appartement économique;APE;2015;1484;192
Rabat;Appartement économique;APE;2016;1576;205
Rabat;Appartement économique;APE;2017;1610;209
Rabat;Appartement économique;APE;2018;1652;215
Rabat;Appartement économique;APE;2019;1734;225
Rabat;Appartement économique;APE;2020;1669;217
Rabat;Appartement économique;APE;2021;1691;220
Rabat;Appartement économique;APE;2022;1754;228
Rabat;Appartement économique;GT;2001;847;100
Rabat;Appartement économique;GT;2002;895;106
Rabat;Appartement économique;GT;2003;936;111
Rabat;Appartement économique;GT;2004;982;116
Rabat;Appartement économique;GT;2005;1028;121
Rabat;Appartement économique;GT;2006;1076;127
Rabat;Appartement économique;GT;2007;1124;133
Rabat;Appartement économique;GT;2008;1174;139
Rabat;Appartement économique;GT;2009;1225;145
Rabat;Appartement économique;GT;2010;1276;151
Rabat;Appartement économique;GT;2011;1303;154
Rabat;Appartement économique;GT;2012;1363;161
Rabat;Appartement économique;GT;2013;1409;166
Rabat;Appartement économique;GT;2014;1455;172
Rabat;Appartement économique;GT;2015;1505;178
Rabat;Appartement économique;GT;2016;1573;186
Rabat;Appartement économique;GT;2017;1592;188
Rabat;Appartement économique;GT;2018;1604;189
Rabat;Appartement économique;GT;2019;1634;193
Rabat;Appartement économique;GT;2020;1851;218
Rabat;Appartement économique;GT;2021;1879;222
Rabat;Appartement économique;GT;2022;1923;227
Rabat;Appartement économique;MT;2001;808;100
Rabat;Appartement économique;MT;2002;842;104
Rabat;Appartement économique;MT;2003;871;108
Rabat;Appartement économique;MT;2004;929;115
Rabat;Appartement économique;MT;2005;984;122
Rabat;Appartement économique;MT;2006;1073;133
Rabat;Appartement économique;MT;2007;1104;137
Rabat;Appartement économique;MT;2008;1146;142
Rabat;Appartement économique;MT;2009;1208;150
Rabat;Appartement économique;MT;2010;1255;155
Rabat;Appartement économique;MT;2011;1296;160
Rabat;Appartement économique;MT;2012;1392;172
Rabat;Appartement économique;MT;2013;1450;179
Rabat;Appartement économique;MT;2014;1512;187
Rabat;Appartement économique;MT;2015;1585;196
Rabat;Appartement économique;MT;2016;1675;207
Rabat;Appartement économique;MT;2017;1717;213
Rabat;Appartement économique;MT;2018;1777;220
Rabat;Appartement économique;MT;2019;1888;234
Rabat;Appartement économique;MT;2020;1690;209
Rabat;Appartement économique;MT;2021;1707;211
Rabat;Appartement économique;MT;2022;1784;221
Rabat;Appartement économique;PT;2001;517;100
Rabat;Appartement économique;PT;2002;567;110
Rabat;Appartement économique;PT;2003;582;113
Rabat;Appartement économique;PT;2004;620;120
Rabat;Appartement économique;PT;2005;647;125
Rabat;Appartement économique;PT;2006;667;129
Rabat;Appartement économique;PT;2007;717;139
Rabat;Appartement économique;PT;2008;769;149
Rabat;Appartement économique;PT;2009;816;158
Rabat;Appartement économique;PT;2010;835;162
Rabat;Appartement économique;PT;2011;858;166
Rabat;Appartement économique;PT;2012;914;177
Rabat;Appartement économique;PT;2013;951;184
Rabat;Appartement économique;PT;2014;989;191
Rabat;Appartement économique;PT;2015;1034;200
Rabat;Appartement économique;PT;2016;1174;227
Rabat;Appartement économique;PT;2017;1202;233
Rabat;Appartement économique;PT;2018;1228;238
Rabat;Appartement économique;PT;2019;1281;248
Rabat;Appartement économique;PT;2020;1270;246
Rabat;Appartement économique;PT;2021;1299;251
Rabat;Appartement économique;PT;2022;1340;259
Rabat;Maison sur lot économique;GT;2001;957;100
Rabat;Maison sur lot économique;GT;2002;987;103
Rabat;Maison sur lot économique;GT;2003;1009;105
Rabat;Maison sur lot économique;GT;2004;1035;108
Rabat;Maison sur lot économique;GT;2005;1061;111
Rabat;Maison sur lot économique;GT;2006;1086;114
Rabat;Maison sur lot économique;GT;2007;1112;116
Rabat;Maison sur lot économique;GT;2008;1139;119
Rabat;Maison sur lot économique;GT;2009;1165;122
Rabat;Maison sur lot économique;GT;2010;1192;125
Rabat;Maison sur lot économique;GT;2011;1227;128
Rabat;Maison sur lot économique;GT;2012;1314;137
Rabat;Maison sur lot économique;GT;2013;1364;143
Rabat;Maison sur lot économique;GT;2014;1420;148
Rabat;Maison sur lot économique;GT;2015;1484;155
Rabat;Maison sur lot économique;GT;2016;1490;156
Rabat;Maison sur lot économique;GT;2017;1517;159
Rabat;Maison sur lot économique;GT;2018;1594;167
Rabat;Maison sur lot économique;GT;2019;1735;181
Rabat;Maison sur lot économique;GT;2020;1699;178
Rabat;Maison sur lot économique;GT;2021;1726;180
Rabat;Maison sur lot économique;GT;2022;1740;182
Rabat;Maison sur lot économique;MLE;2001;768;100
Rabat;Maison sur lot économique;MLE;2002;792;104
Rabat;Maison sur lot économique;MLE;2003;811;106
Rabat;Maison sur lot économique;MLE;2004;849;111
Rabat;Maison sur lot économique;MLE;2005;883;116
Rabat;Maison sur lot économique;MLE;2006;931;122
Rabat;Maison sur lot économique;MLE;2007;960;126
Rabat;Maison sur lot économique;MLE;2008;993;131
Rabat;Maison sur lot économique;MLE;2009;1033;137
Rabat;Maison sur lot économique;MLE;2010;1060;140
Rabat;Maison sur lot économique;MLE;2011;1088;144
Rabat;Maison sur lot économique;MLE;2012;1182;157
Rabat;Maison sur lot économique;MLE;2013;1220;162
Rabat;Maison sur lot économique;MLE;2014;1265;168
Rabat;Maison sur lot économique;MLE;2015;1313;176
Rabat;Maison sur lot économique;MLE;2016;1334;180
Rabat;Maison sur lot économique;MLE;2017;1360;183
Rabat;Maison sur lot économique;MLE;2018;1406;189
Rabat;Maison sur lot économique;MLE;2019;1503;202
Rabat;Maison sur lot économique;MLE;2020;1430;192
Rabat;Maison sur lot économique;MLE;2021;1458;196
Rabat;Maison sur lot économique;MLE;2022;1495;201
Rabat;Maison sur lot économique;MT;2001;787;100
Rabat;Maison sur lot économique;MT;2002;799;102
Rabat;Maison sur lot économique;MT;2003;819;104
Rabat;Maison sur lot économique;MT;2004;864;110
Rabat;Maison sur lot économique;MT;2005;907;115
Rabat;Maison sur lot économique;MT;2006;977;124
Rabat;Maison sur lot économique;MT;2007;997;127
Rabat;Maison sur lot économique;MT;2008;1027;130
Rabat;Maison sur lot économique;MT;2009;1072;136
Rabat;Maison sur lot économique;MT;2010;1105;140
Rabat;Maison sur lot économique;MT;2011;1132;144
Rabat;Maison sur lot économique;MT;2012;1236;157
Rabat;Maison sur lot économique;MT;2013;1269;161
Rabat;Maison sur lot économique;MT;2014;1310;167
Rabat;Maison sur lot économique;MT;2015;1366;174
Rabat;Maison sur lot économique;MT;2016;1381;176
Rabat;Maison sur lot économique;MT;2017;1406;179
Rabat;Maison sur lot économique;MT;2018;1449;184
Rabat;Maison sur lot économique;MT;2019;1532;195
Rabat;Maison sur lot économique;MT;2020;1419;180
Rabat;Maison sur lot économique;MT;2021;1448;184
Rabat;Maison sur lot économique;MT;2022;1492;190
Rabat;Maison sur lot économique;PT;2001;512;100
Rabat;Maison sur lot économique;PT;2002;558;109
Rabat;Maison sur lot économique;PT;2003;571;112
Rabat;Maison sur lot économique;PT;2004;606;118
Rabat;Maison sur lot économique;PT;2005;629;123
Rabat;Maison sur lot économique;PT;2006;647;126
Rabat;Maison sur lot économique;PT;2007;702;137
Rabat;Maison sur lot économique;PT;2008;750;146
Rabat;Maison sur lot économique;PT;2009;792;155
Rabat;Maison sur lot économique;PT;2010;808;158
Rabat;Maison sur lot économique;PT;2011;830;162
Rabat;Maison sur lot économique;PT;2012;907;177
Rabat;Maison sur lot économique;PT;2013;944;184
Rabat;Maison sur lot économique;PT;2014;986;192
Rabat;Maison sur lot économique;PT;2015;1036;202
Rabat;Maison sur lot économique;PT;2016;1086;212
Rabat;Maison sur lot économique;PT;2017;1111;217
Rabat;Maison sur lot économique;PT;2018;1132;221
Rabat;Maison sur lot économique;PT;2019;1207;236
Rabat;Maison sur lot économique;PT;2020;1172;229
Rabat;Maison sur lot économique;PT;2021;1198;234
Rabat;Maison sur lot économique;PT;2022;1247;244
Rabat;Total ville;MLE;2001;1457;100
Rabat;Total ville;MLE;2002;1518;104
Rabat;Total ville;MLE;2003;1597;109
Rabat;Total ville;MLE;2004;1692;115
Rabat;Total ville;MLE;2005;1775;121
Rabat;Total ville;MLE;2006;1865;128
Rabat;Total ville;MLE;2007;1925;133
Rabat;Total ville;MLE;2008;1993;138
Rabat;Total ville;MLE;2009;2084;145
Rabat;Total ville;MLE;2010;2152;150
Rabat;Total ville;MLE;2011;2202;154
Rabat;Total ville;MLE;2012;2308;163
Rabat;Total ville;MLE;2013;2375;168
Rabat;Total ville;MLE;2014;2446;174
Rabat;Total ville;MLE;2015;2170;181
Rabat;Total ville;MLE;2016;2255;188
Rabat;Total ville;MLE;2017;2292;191
Rabat;Total ville;MLE;2018;2356;197
Rabat;Total ville;MLE;2019;2453;207
Rabat;Total ville;MLE;2020;2342;198
Rabat;Total ville;MLE;2021;2374;201
Rabat;Total ville;MLE;2022;2434;207
Rabat;Villa;GT;2001;5785;100
Rabat;Villa;GT;2002;6224;108
Rabat;Villa;GT;2003;6566;114
Rabat;Villa;GT;2004;6867;119
Rabat;Villa;GT;2005;7041;122
Rabat;Villa;GT;2006;7237;125
Rabat;Villa;GT;2007;7334;127
Rabat;Villa;GT;2008;7641;132
Rabat;Villa;GT;2009;7747;134
Rabat;Villa;GT;2010;7917;137
Rabat;Villa;GT;2011;8000;138
Rabat;Villa;GT;2012;8236;142
Rabat;Villa;GT;2013;8492;147
Rabat;Villa;GT;2014;8769;152
Rabat;Villa;GT;2015;9165;158
Rabat;Villa;GT;2016;9527;165
Rabat;Villa;GT;2017;9607;166
Rabat;Villa;GT;2018;9765;169
Rabat;Villa;GT;2019;10337;179
Rabat;Villa;GT;2020;9953;172
Rabat;Villa;GT;2021;10102;175
Rabat;Villa;GT;2022;10245;177
Rabat;Villa;MT;2001;4252;100
Rabat;Villa;MT;2002;4349;102
Rabat;Villa;MT;2003;4852;114
Rabat;Villa;MT;2004;5032;118
Rabat;Villa;MT;2005;5117;120
Rabat;Villa;MT;2006;5216;123
Rabat;Villa;MT;2007;5137;121
Rabat;Villa;MT;2008;5235;123
Rabat;Villa;MT;2009;5634;132
Rabat;Villa;MT;2010;5628;132
Rabat;Villa;MT;2011;5714;134
Rabat;Villa;MT;2012;5936;140
Rabat;Villa;MT;2013;6012;141
Rabat;Villa;MT;2014;6100;143
Rabat;Villa;MT;2015;6171;145
Rabat;Villa;MT;2016;6389;150
Rabat;Villa;MT;2017;6529;154
Rabat;Villa;MT;2018;6739;158
Rabat;Villa;MT;2019;6848;161
Rabat;Villa;MT;2020;6695;157
Rabat;Villa;MT;2021;6740;158
Rabat;Villa;MT;2022;6791;160
Rabat;Villa;PT;2001;2310;100
Rabat;Villa;PT;2002;2445;106
Rabat;Villa;PT;2003;2483;108
Rabat;Villa;PT;2004;2449;106
Rabat;Villa;PT;2005;2569;111
Rabat;Villa;PT;2006;2576;112
Rabat;Villa;PT;2007;3031;131
Rabat;Villa;PT;2008;3154;137
Rabat;Villa;PT;2009;3708;161
Rabat;Villa;PT;2010;3687;160
Rabat;Villa;PT;2011;3784;164
Rabat;Villa;PT;2012;3932;170
Rabat;Villa;PT;2013;4066;176
Rabat;Villa;PT;2014;4201;182
Rabat;Villa;PT;2015;4345;188
Rabat;Villa;PT;2016;4663;202
Rabat;Villa;PT;2017;4744;205
Rabat;Villa;PT;2018;4855;210
Rabat;Villa;PT;2019;4953;214
Rabat;Villa;PT;2020;4707;204
Rabat;Villa;PT;2021;4769;206
Rabat;Villa;PT;2022;4878;211
Rabat;Villa;VIL;2001;4759;100
Rabat;Villa;VIL;2002;5041;106
Rabat;Villa;VIL;2003;5388;113
Rabat;Villa;VIL;2004;5599;117
Rabat;Villa;VIL;2005;5736;120
Rabat;Villa;VIL;2006;5871;122
Rabat;Villa;VIL;2007;5967;126
Rabat;Villa;VIL;2008;6179;130
Rabat;Villa;VIL;2009;6448;138
Rabat;Villa;VIL;2010;6532;139
Rabat;Villa;VIL;2011;6618;141
Rabat;Villa;VIL;2012;6836;146
Rabat;Villa;VIL;2013;7016;150
Rabat;Villa;VIL;2014;7210;154
Rabat;Villa;VIL;2015;6807;159
Rabat;Villa;VIL;2016;7098;167
Rabat;Villa;VIL;2017;7204;169
Rabat;Villa;VIL;2018;7374;174
Rabat;Villa;VIL;2019;7642;179
Rabat;Villa;VIL;2020;7388;173
Rabat;Villa;VIL;2021;7473;175
Rabat;Villa;VIL;2022;7568;177
Région;Appartement standing;APS;2001;1357;100
Région;Appartement standing;APS;2002;1396;103
Région;Appartement standing;APS;2003;1482;109
Région;Appartement standing;APS;2004;1598;118
Région;Appartement standing;APS;2005;1660;124
Région;Appartement standing;APS;2006;1768;133
Région;Appartement standing;APS;2007;1865;140
Région;Appartement standing;APS;2008;1963;148
Région;Appartement standing;APS;2009;2054;155
Région;Appartement standing;APS;2010;2145;162
Région;Appartement standing;APS;2011;2200;166
Région;Appartement standing;APS;2012;2331;176
Région;Appartement standing;APS;2013;2413;182
Région;Appartement standing;APS;2014;2492;189
Région;Appartement standing;APS;2015;2551;196
Région;Appartement standing;APS;2016;2601;201
Région;Appartement standing;APS;2017;2622;202
Région;Appartement standing;APS;2018;2657;205
Région;Appartement standing;APS;2019;2696;209
Région;Appartement standing;APS;2020;2539;197
Région;Appartement standing;APS;2021;2579;200
Région;Appartement standing;APS;2022;2642;206
Région;Appartement standing;GT;2001;1812;100
Région;Appartement standing;GT;2002;1898;105
Région;Appartement standing;GT;2003;1957;108
Région;Appartement standing;GT;2004;2078;115
Région;Appartement standing;GT;2005;2128;119
Région;Appartement standing;GT;2006;2123;118
Région;Appartement standing;GT;2007;2285;128
Région;Appartement standing;GT;2008;2354;132
Région;Appartement standing;GT;2009;2525;142
Région;Appartement standing;GT;2010;2530;142
Région;Appartement standing;GT;2011;2576;145
Région;Appartement standing;GT;2012;2664;149
Région;Appartement standing;GT;2013;2732;153
Région;Appartement standing;GT;2014;2793;157
Région;Appartement standing;GT;2015;2827;161
Région;Appartement standing;GT;2016;2836;161
Région;Appartement standing;GT;2017;2883;164
Région;Appartement standing;GT;2018;2957;169
Région;Appartement standing;GT;2019;2980;171
Région;Appartement standing;GT;2020;2970;170
Région;Appartement standing;GT;2021;3005;172
Région;Appartement standing;GT;2022;3084;177
Région;Appartement standing;MT;2001;1314;100
Région;Appartement standing;MT;2002;1331;101
Région;Appartement standing;MT;2003;1433;109
Région;Appartement standing;MT;2004;1587;120
Région;Appartement standing;MT;2005;1664;128
Région;Appartement standing;MT;2006;1847;142
Région;Appartement standing;MT;2007;1927;149
Région;Appartement standing;MT;2008;2035;157
Région;Appartement standing;MT;2009;2118;164
Région;Appartement standing;MT;2010;2246;173
Région;Appartement standing;MT;2011;2313;178
Région;Appartement standing;MT;2012;2466;190
Région;Appartement standing;MT;2013;2558;197
Région;Appartement standing;MT;2014;2646;204
Région;Appartement standing;MT;2015;2706;210
Région;Appartement standing;MT;2016;2776;216
Région;Appartement standing;MT;2017;2789;217
Région;Appartement standing;MT;2018;2821;220
Région;Appartement standing;MT;2019;2861;223
Région;Appartement standing;MT;2020;2646;207
Région;Appartement standing;MT;2021;2693;211
Région;Appartement standing;MT;2022;2755;217
Région;Appartement standing;PT;2001;1126;100
Région;Appartement standing;PT;2002;1170;104
Région;Appartement standing;PT;2003;1220;109
Région;Appartement standing;PT;2004;1263;113
