Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Errachidia;Villa;GT;2022;2730;169
Errachidia;Villa;MT;2001;1631;100
Errachidia;Villa;MT;2002;1649;101
Errachidia;Villa;MT;2003;1668;102
Errachidia;Villa;MT;2004;1671;102
Errachidia;Villa;MT;2005;1690;104
Errachidia;Villa;MT;2006;1692;104
Errachidia;Villa;MT;2007;1711;105
Errachidia;Villa;MT;2008;1730;106
Errachidia;Villa;MT;2009;1749;107
Errachidia;Villa;MT;2010;1768;108
Errachidia;Villa;MT;2011;1787;110
Errachidia;Villa;MT;2012;1807;111
Errachidia;Villa;MT;2013;1850;113
Errachidia;Villa;MT;2014;1895;116
Errachidia;Villa;MT;2015;1941;119
Errachidia;Villa;MT;2016;1968;121
Errachidia;Villa;MT;2017;2031;125
Errachidia;Villa;MT;2018;2088;128
Errachidia;Villa;MT;2019;2128;130
Errachidia;Villa;MT;2020;2013;123
Errachidia;Villa;MT;2021;2089;128
Errachidia;Villa;MT;2022;2120;130
Errachidia;Villa;PT;2001;1363;100
Errachidia;Villa;PT;2002;1370;101
Errachidia;Villa;PT;2003;1364;100
Errachidia;Villa;PT;2004;1357;100
Errachidia;Villa;PT;2005;1351;99
Errachidia;Villa;PT;2006;1344;99
Errachidia;Villa;PT;2007;1337;98
Errachidia;Villa;PT;2008;1331;98
Errachidia;Villa;PT;2009;1324;97
Errachidia;Villa;PT;2010;1317;97
Errachidia;Villa;PT;2011;1310;96
Errachidia;Villa;PT;2012;1304;96
Errachidia;Villa;PT;2013;1308;96
Errachidia;Villa;PT;2014;1336;98
Errachidia;Villa;PT;2015;1365;100
Errachidia;Villa;PT;2016;1364;100
Errachidia;Villa;PT;2017;1422;104
Errachidia;Villa;PT;2018;1475;108
Errachidia;Villa;PT;2019;1501;110
Errachidia;Villa;PT;2020;1403;103
Errachidia;Villa;PT;2021;1437;105
Errachidia;Villa;PT;2022;1472;108
Errachidia;Villa;VIL;2001;1583;100
Errachidia;Villa;VIL;2002;1604;101
Errachidia;Villa;VIL;2003;1630;103
Errachidia;Villa;VIL;2004;1650;104
Errachidia;Villa;VIL;2005;1676;106
Errachidia;Villa;VIL;2006;1696;107
Errachidia;Villa;VIL;2007;1723;109
Errachidia;Villa;VIL;2008;1750;110
Errachidia;Villa;VIL;2009;1777;112
Errachidia;Villa;VIL;2010;1804;114
Errachidia;Villa;VIL;2011;1831;115
Errachidia;Villa;VIL;2012;1859;117
Errachidia;Villa;VIL;2013;1905;120
Errachidia;Villa;VIL;2014;1955;123
Errachidia;Villa;VIL;2015;1864;119
Errachidia;Villa;VIL;2016;1890;120
Errachidia;Villa;VIL;2017;1956;125
Errachidia;Villa;VIL;2018;2013;128
Errachidia;Villa;VIL;2019;2050;131
Errachidia;Villa;VIL;2020;1932;123
Errachidia;Villa;VIL;2021;2017;128
Errachidia;Villa;VIL;2022;2067;132
Midelt;Appartement standing;APS;2001;698;100
Midelt;Appartement standing;APS;2002;710;102
Midelt;Appartement standing;APS;2003;716;103
Midelt;Appartement standing;APS;2004;721;103
Midelt;Appartement standing;APS;2005;726;104
Midelt;Appartement standing;APS;2006;732;105
Midelt;Appartement standing;APS;2007;737;106
Midelt;Appartement standing;APS;2008;742;106
Midelt;Appartement standing;APS;2009;748;107
Midelt;Appartement standing;APS;2010;753;108
Midelt;Appartement standing;APS;2011;759;108
Midelt;Appartement standing;APS;2012;764;109
Midelt;Appartement standing;APS;2013;784;112
Midelt;Appartement standing;APS;2014;805;115
Midelt;Appartement standing;APS;2015;816;118
Midelt;Appartement standing;APS;2016;839;122
Midelt;Appartement standing;APS;2017;866;126
Midelt;Appartement standing;APS;2018;897;130
Midelt;Appartement standing;APS;2019;948;137
Midelt;Appartement standing;APS;2020;926;134
Midelt;Appartement standing;APS;2021;938;136
Midelt;Appartement standing;APS;2022;958;139
Midelt;Appartement standing;GT;2001;857;100
Midelt;Appartement standing;GT;2002;863;101
Midelt;Appartement standing;GT;2003;875;102
Midelt;Appartement standing;GT;2004;887;103
Midelt;Appartement standing;GT;2005;898;105
Midelt;Appartement standing;GT;2006;910;106
Midelt;Appartement standing;GT;2007;921;107
Midelt;Appartement standing;GT;2008;933;109
Midelt;Appartement standing;GT;2009;944;110
Midelt;Appartement standing;GT;2010;956;111
Midelt;Appartement standing;GT;2011;967;113
Midelt;Appartement standing;GT;2012;979;114
Midelt;Appartement standing;GT;2013;996;116
Midelt;Appartement standing;GT;2014;1013;118
Midelt;Appartement standing;GT;2015;1031;120
Midelt;Appartement standing;GT;2016;1052;123
Midelt;Appartement standing;GT;2017;1088;127
Midelt;Appartement standing;GT;2018;1122;131
Midelt;Appartement standing;GT;2019;1193;139
Midelt;Appartement standing;GT;2020;1175;137
Midelt;Appartement standing;GT;2021;1186;138
Midelt;Appartement standing;GT;2022;1206;141
Midelt;Appartement standing;MT;2001;690;100
Midelt;Appartement standing;MT;2002;705;102
Midelt;Appartement standing;MT;2003;709;103
Midelt;Appartement standing;MT;2004;714;104
Midelt;Appartement standing;MT;2005;719;104
Midelt;Appartement standing;MT;2006;724;105
Midelt;Appartement standing;MT;2007;728;106
Midelt;Appartement standing;MT;2008;733;106
Midelt;Appartement standing;MT;2009;738;107
Midelt;Appartement standing;MT;2010;743;108
Midelt;Appartement standing;MT;2011;747;108
Midelt;Appartement standing;MT;2012;752;109
Midelt;Appartement standing;MT;2013;774;112
Midelt;Appartement standing;MT;2014;796;115
Midelt;Appartement standing;MT;2015;818;119
Midelt;Appartement standing;MT;2016;843;122
Midelt;Appartement standing;MT;2017;863;125
Midelt;Appartement standing;MT;2018;894;130
Midelt;Appartement standing;MT;2019;952;138
Midelt;Appartement standing;MT;2020;931;135
Midelt;Appartement standing;MT;2021;945;137
Midelt;Appartement standing;MT;2022;968;140
Midelt;Appartement standing;PT;2001;557;100
Midelt;Appartement standing;PT;2002;565;101
Midelt;Appartement standing;PT;2003;566;102
Midelt;Appartement standing;PT;2004;568;102
Midelt;Appartement standing;PT;2005;570;102
Midelt;Appartement standing;PT;2006;572;103
Midelt;Appartement standing;PT;2007;574;103
Midelt;Appartement standing;PT;2008;576;103
Midelt;Appartement standing;PT;2009;577;104
Midelt;Appartement standing;PT;2010;579;104
Midelt;Appartement standing;PT;2011;581;104
Midelt;Appartement standing;PT;2012;583;105
Midelt;Appartement standing;PT;2013;596;107
Midelt;Appartement standing;PT;2014;616;111
Midelt;Appartement standing;PT;2015;637;114
Midelt;Appartement standing;PT;2016;657;118
Midelt;Appartement standing;PT;2017;706;127
Midelt;Appartement standing;PT;2018;733;132
Midelt;Appartement standing;PT;2019;737;132
Midelt;Appartement standing;PT;2020;708;127
Midelt;Appartement standing;PT;2021;712;128
Midelt;Appartement standing;PT;2022;716;128
Midelt;Appartement économique;APE;2001;427;100
Midelt;Appartement économique;APE;2002;434;102
Midelt;Appartement économique;APE;2003;437;102
Midelt;Appartement économique;APE;2004;440;103
Midelt;Appartement économique;APE;2005;442;104
Midelt;Appartement économique;APE;2006;445;104
Midelt;Appartement économique;APE;2007;448;105
Midelt;Appartement économique;APE;2008;451;106
Midelt;Appartement économique;APE;2009;453;106
Midelt;Appartement économique;APE;2010;456;107
Midelt;Appartement économique;APE;2011;459;108
Midelt;Appartement économique;APE;2012;462;109
Midelt;Appartement économique;APE;2013;477;112
Midelt;Appartement économique;APE;2014;492;116
Midelt;Appartement économique;APE;2015;488;123
Midelt;Appartement économique;APE;2016;513;129
Midelt;Appartement économique;APE;2017;542;137
Midelt;Appartement économique;APE;2018;564;142
Midelt;Appartement économique;APE;2019;610;154
Midelt;Appartement économique;APE;2020;590;148
Midelt;Appartement économique;APE;2021;595;150
Midelt;Appartement économique;APE;2022;605;152
Midelt;Appartement économique;GT;2001;502;100
Midelt;Appartement économique;GT;2002;506;101
Midelt;Appartement économique;GT;2003;509;101
Midelt;Appartement économique;GT;2004;512;102
Midelt;Appartement économique;GT;2005;515;103
Midelt;Appartement économique;GT;2006;519;103
Midelt;Appartement économique;GT;2007;522;104
Midelt;Appartement économique;GT;2008;525;105
Midelt;Appartement économique;GT;2009;528;105
Midelt;Appartement économique;GT;2010;532;106
Midelt;Appartement économique;GT;2011;535;107
Midelt;Appartement économique;GT;2012;538;107
Midelt;Appartement économique;GT;2013;544;108
Midelt;Appartement économique;GT;2014;550;110
Midelt;Appartement économique;GT;2015;556;111
Midelt;Appartement économique;GT;2016;583;116
Midelt;Appartement économique;GT;2017;614;122
Midelt;Appartement économique;GT;2018;639;127
Midelt;Appartement économique;GT;2019;681;136
Midelt;Appartement économique;GT;2020;678;135
Midelt;Appartement économique;GT;2021;684;136
Midelt;Appartement économique;GT;2022;704;140
Midelt;Appartement économique;MT;2001;422;100
Midelt;Appartement économique;MT;2002;432;102
Midelt;Appartement économique;MT;2003;435;103
Midelt;Appartement économique;MT;2004;437;103
Midelt;Appartement économique;MT;2005;439;104
Midelt;Appartement économique;MT;2006;441;104
Midelt;Appartement économique;MT;2007;443;105
Midelt;Appartement économique;MT;2008;445;105
Midelt;Appartement économique;MT;2009;447;106
Midelt;Appartement économique;MT;2010;450;106
Midelt;Appartement économique;MT;2011;452;107
Midelt;Appartement économique;MT;2012;454;108
Midelt;Appartement économique;MT;2013;474;112
Midelt;Appartement économique;MT;2014;495;117
Midelt;Appartement économique;MT;2015;517;122
Midelt;Appartement économique;MT;2016;545;129
Midelt;Appartement économique;MT;2017;582;138
Midelt;Appartement économique;MT;2018;605;143
Midelt;Appartement économique;MT;2019;659;156
Midelt;Appartement économique;MT;2020;639;151
Midelt;Appartement économique;MT;2021;644;152
Midelt;Appartement économique;MT;2022;649;154
Midelt;Appartement économique;PT;2001;300;100
Midelt;Appartement économique;PT;2002;306;102
Midelt;Appartement économique;PT;2003;309;103
Midelt;Appartement économique;PT;2004;313;104
Midelt;Appartement économique;PT;2005;316;106
Midelt;Appartement économique;PT;2006;320;107
Midelt;Appartement économique;PT;2007;323;108
Midelt;Appartement économique;PT;2008;327;109
Midelt;Appartement économique;PT;2009;330;110
Midelt;Appartement économique;PT;2010;334;111
Midelt;Appartement économique;PT;2011;338;113
Midelt;Appartement économique;PT;2012;341;114
Midelt;Appartement économique;PT;2013;358;120
Midelt;Appartement économique;PT;2014;377;126
Midelt;Appartement économique;PT;2015;396;132
Midelt;Appartement économique;PT;2016;413;138
Midelt;Appartement économique;PT;2017;428;143
Midelt;Appartement économique;PT;2018;446;149
Midelt;Appartement économique;PT;2019;481;161
Midelt;Appartement économique;PT;2020;452;151
Midelt;Appartement économique;PT;2021;456;152
Midelt;Appartement économique;PT;2022;466;156
Midelt;Maison sur lot économique;GT;2001;455;100
Midelt;Maison sur lot économique;GT;2002;462;102
Midelt;Maison sur lot économique;GT;2003;466;102
Midelt;Maison sur lot économique;GT;2004;470;103
Midelt;Maison sur lot économique;GT;2005;474;104
Midelt;Maison sur lot économique;GT;2006;478;105
Midelt;Maison sur lot économique;GT;2007;482;106
Midelt;Maison sur lot économique;GT;2008;487;107
Midelt;Maison sur lot économique;GT;2009;491;108
Midelt;Maison sur lot économique;GT;2010;495;109
Midelt;Maison sur lot économique;GT;2011;500;110
Midelt;Maison sur lot économique;GT;2012;504;111
Midelt;Maison sur lot économique;GT;2013;512;112
Midelt;Maison sur lot économique;GT;2014;519;114
Midelt;Maison sur lot économique;GT;2015;537;118
Midelt;Maison sur lot économique;GT;2016;552;121
Midelt;Maison sur lot économique;GT;2017;581;128
Midelt;Maison sur lot économique;GT;2018;613;135
Midelt;Maison sur lot économique;GT;2019;644;141
Midelt;Maison sur lot économique;GT;2020;629;138
Midelt;Maison sur lot économique;GT;2021;640;141
Midelt;Maison sur lot économique;GT;2022;648;142
Midelt;Maison sur lot économique;MLE;2001;391;100
Midelt;Maison sur lot économique;MLE;2002;398;102
Midelt;Maison sur lot économique;MLE;2003;401;103
Midelt;Maison sur lot économique;MLE;2004;405;104
Midelt;Maison sur lot économique;MLE;2005;408;104
Midelt;Maison sur lot économique;MLE;2006;411;105
Midelt;Maison sur lot économique;MLE;2007;414;106
Midelt;Maison sur lot économique;MLE;2008;417;107
Midelt;Maison sur lot économique;MLE;2009;420;108
Midelt;Maison sur lot économique;MLE;2010;424;108
Midelt;Maison sur lot économique;MLE;2011;427;109
Midelt;Maison sur lot économique;MLE;2012;430;110
Midelt;Maison sur lot économique;MLE;2013;438;112
Midelt;Maison sur lot économique;MLE;2014;447;114
Midelt;Maison sur lot économique;MLE;2015;432;118
Midelt;Maison sur lot économique;MLE;2016;448;122
Midelt;Maison sur lot économique;MLE;2017;467;127
Midelt;Maison sur lot économique;MLE;2018;487;133
Midelt;Maison sur lot économique;MLE;2019;523;143
Midelt;Maison sur lot économique;MLE;2020;502;137
